,Area.of.residence,Area.of.workplace,All.categories..Method.of.travel.to.work,Work.mainly.at.or.from.home,Underground..metro..light.rail..tram,Train,Bus..minibus.or.coach,Taxi,Motorcycle..scooter.or.moped,Driving.a.car.or.van,Passenger.in.a.car.or.van,Bicycle,On.foot,Other.method.of.travel.to.work,dist,p_cycle,pc,ecp,lon_origin,lat_origin,lon_dest,lat_dest,fastest_time,fastest_distance,quietest_time,quietest_distance
923709,E02002373,E02002357,12,0,0,1,5,0,0,5,1,0,0,0,3698.4165960594,0.1431795097,1.7181541161,1.7181541161,-1.5813803838,53.8184752721,-1.6291347025,53.835990229,,,,
923710,E02002373,E02002358,4,0,0,0,0,0,0,3,0,0,1,0,8231.4841263374,0.0578287264,0.2313149057,0.2313149057,-1.5813803838,53.8184752721,-1.4598015075,53.8357920354,,,,
923711,E02002373,E02002359,3,0,0,0,0,0,0,3,0,0,0,0,14000.2620151026,0.0182420628,0.0547261885,0.0547261885,-1.5813803838,53.8184752721,-1.3697425356,53.8308039574,,,,
923712,E02002373,E02002360,4,0,0,0,0,0,0,2,0,1,1,0,2095.1083316629,0.1973069836,0.7892279345,-0.2107720655,-1.5813803838,53.8184752721,-1.5647986011,53.834548605,,,,
923713,E02002373,E02002361,2,0,0,0,0,0,0,1,1,0,0,0,4568.9491764827,0.1203004832,0.2406009663,0.2406009663,-1.5813803838,53.8184752721,-1.5143714712,53.8291749544,,,,
923714,E02002373,E02002362,11,0,0,0,2,1,0,4,4,0,0,0,2491.3823320914,0.1822730811,2.0050038923,2.0050038923,-1.5813803838,53.8184752721,-1.6131811509,53.8306166402,,,,
923715,E02002373,E02002363,16,0,0,1,1,0,0,8,0,1,5,0,3271.9677109038,0.1559271533,2.4948344536,1.4948344536,-1.5813803838,53.8184752721,-1.5348689623,53.828844426,,,,
923716,E02002373,E02002364,6,0,0,1,0,0,0,3,2,0,0,0,7623.2526702206,0.0653091364,0.3918548184,0.3918548184,-1.5813803838,53.8184752721,-1.4664255759,53.8267392129,,,,
923717,E02002373,E02002366,5,0,0,0,2,0,0,2,0,0,1,0,5827.7217017836,0.0935258748,0.4676293742,0.4676293742,-1.5813803838,53.8184752721,-1.4940384943,53.827020389,,,,
923718,E02002373,E02002367,4,0,0,0,0,0,0,2,1,0,1,0,2032.2436383766,0.1998033728,0.7992134912,0.7992134912,-1.5813803838,53.8184752721,-1.5512470911,53.822437902,,,,
923719,E02002373,E02002368,5,0,0,0,1,0,0,4,0,0,0,0,6871.4028937479,0.0759064678,0.3795323391,0.3795323391,-1.5813803838,53.8184752721,-1.6852862057,53.8243425956,,,,
923720,E02002373,E02002369,1,0,0,0,1,0,0,0,0,0,0,0,6725.9767454969,0.078146645,0.078146645,0.078146645,-1.5813803838,53.8184752721,-1.479266593,53.820355325,,,,
923721,E02002373,E02002371,9,0,0,1,2,0,0,6,0,0,0,0,3328.0838492733,0.1541869311,1.3876823802,1.3876823802,-1.5813803838,53.8184752721,-1.530848943,53.8193025853,,,,
923722,E02002373,E02002373,179,0,0,3,10,1,1,30,1,3,129,1,0,0.3,53.7,50.7,-1.5813803838,53.8184752721,-1.5813803838,53.8184752721,,,,
923723,E02002373,E02002374,32,0,0,0,1,0,0,14,4,2,11,0,1089.0978830866,0.2412811613,7.7209971628,5.7209971628,-1.5813803838,53.8184752721,-1.5978264373,53.8174200785,,,,
923724,E02002373,E02002375,3,0,0,0,1,2,0,0,0,0,0,0,3012.2459322744,0.1642407416,0.4927222249,0.4927222249,-1.5813803838,53.8184752721,-1.6270046147,53.8205240553,,,,
923725,E02002373,E02002376,1,0,0,0,0,0,0,0,0,0,1,0,5325.9494501286,0.1033987202,0.1033987202,0.1033987202,-1.5813803838,53.8184752721,-1.5006442299,53.815492733,,,,
923726,E02002373,E02002377,5,0,0,0,2,0,0,3,0,0,0,0,4093.89655633,0.1322908838,0.6614544191,0.6614544191,-1.5813803838,53.8184752721,-1.5194226834,53.8153651938,,,,
923727,E02002373,E02002379,2,0,0,0,1,0,0,1,0,0,0,0,7741.4518777952,0.0637833446,0.1275666891,0.1275666891,-1.5813803838,53.8184752721,-1.4640100536,53.814328863,,,,
923728,E02002373,E02002380,1,0,0,0,0,0,0,1,0,0,0,0,3963.5621443116,0.1357846325,0.1357846325,0.1357846325,-1.5813803838,53.8184752721,-1.6413464562,53.8153341658,,,,
923729,E02002373,E02002381,2,0,0,0,0,0,0,1,0,0,1,0,4854.2553962328,0.1136281637,0.2272563274,0.2272563274,-1.5813803838,53.8184752721,-1.6550978034,53.8176424986,,,,
923730,E02002373,E02002382,5,0,0,0,4,0,0,1,0,0,0,0,4633.5602183207,0.1187559362,0.5937796812,0.5937796812,-1.5813803838,53.8184752721,-1.5121470392,53.8110109367,,,,
923731,E02002373,E02002383,15,0,0,0,1,0,0,1,3,0,10,0,1070.9876550634,0.2421566773,3.6323501599,3.6323501599,-1.5813803838,53.8184752721,-1.5711081108,53.8110117037,,,,
923732,E02002373,E02002384,86,0,0,1,14,2,0,27,2,7,33,0,2584.400777043,0.1789134768,15.3865590063,8.3865590063,-1.5813803838,53.8184752721,-1.5450850219,53.8096337814,,,,
923733,E02002373,E02002385,71,0,0,1,0,11,0,14,7,4,34,0,1177.5280843062,0.2370513674,16.8306470864,12.8306470864,-1.5813803838,53.8184752721,-1.5824764839,53.8079116016,,,,
923734,E02002373,E02002386,10,0,0,0,4,0,0,4,0,0,1,1,10446.9431831021,0.037128833,0.3712883302,0.3712883302,-1.5813803838,53.8184752721,-1.4237982697,53.8075625094,,,,
923735,E02002373,E02002387,7,0,0,1,3,0,0,2,1,0,0,0,3708.6998289738,0.1428853426,1.0001973984,1.0001973984,-1.5813803838,53.8184752721,-1.6352400439,53.808721822,,,,
923736,E02002373,E02002388,5,0,0,0,0,0,0,0,1,0,4,0,2182.2534994762,0.1938979083,0.9694895416,0.9694895416,-1.5813803838,53.8184752721,-1.6102509195,53.8088425684,,,,
923737,E02002373,E02002389,2,0,0,0,1,0,0,1,0,0,0,0,6034.9284054297,0.0897292492,0.1794584983,0.1794584983,-1.5813803838,53.8184752721,-1.4912905295,53.8084967192,,,,
923738,E02002373,E02002390,6,0,0,0,3,0,0,2,0,1,0,0,7497.4600126285,0.0669730616,0.4018383693,-0.5981616307,-1.5813803838,53.8184752721,-1.4693922426,53.8062954254,,,,
923739,E02002373,E02002391,7,0,0,1,1,0,0,4,0,1,0,0,5891.5825723634,0.0923389421,0.6463725945,-0.3536274055,-1.5813803838,53.8184752721,-1.6682097793,53.8056954082,,,,
923740,E02002373,E02002392,232,0,0,2,35,3,0,45,9,17,121,0,2047.7416140156,0.1991850221,46.2109251175,29.2109251175,-1.5813803838,53.8184752721,-1.5609149148,53.8046175701,,,,
923741,E02002373,E02002393,47,0,0,1,7,0,0,23,2,6,8,0,4095.0784024223,0.132259618,6.2162020471,0.2162020471,-1.5813803838,53.8184752721,-1.523831007,53.804524144,,,,
923742,E02002373,E02002394,3,0,0,0,1,0,0,1,0,1,0,0,5024.1808155923,0.1098313834,0.3294941502,-0.6705058498,-1.5813803838,53.8184752721,-1.5096383515,53.8031039327,,,,
923743,E02002373,E02002395,18,0,0,2,5,0,0,6,2,2,1,0,7531.9542121909,0.0665126152,1.1972270739,-0.8027729261,-1.5813803838,53.8184752721,-1.6932426898,53.8043391989,,,,
923744,E02002373,E02002396,19,0,0,0,11,0,0,8,0,0,0,0,2744.3913794588,0.1732792056,3.2923049064,3.2923049064,-1.5813803838,53.8184752721,-1.611086847,53.8011739849,,,,
923745,E02002373,E02002397,1,0,0,0,0,0,0,1,0,0,0,0,4769.6985497615,0.115566112,0.115566112,0.115566112,-1.5813803838,53.8184752721,-1.646020275,53.7991338977,,,,
923746,E02002373,E02002398,7,0,0,2,0,0,0,3,2,0,0,0,8873.7862431841,0.050857379,0.3560016533,0.3560016533,-1.5813803838,53.8184752721,-1.460795059,53.7829085208,,,,
923747,E02002373,E02002399,13,0,0,0,2,0,0,7,2,0,0,2,6236.8678442735,0.0861774813,1.120307257,1.120307257,-1.5813803838,53.8184752721,-1.5026560497,53.78732075,,,,
923748,E02002373,E02002400,69,0,0,0,16,2,1,23,2,7,18,0,2371.7232171066,0.186687824,12.8814598526,5.8814598526,-1.5813803838,53.8184752721,-1.5794874121,53.7971878792,,,,
923749,E02002373,E02002401,3,0,0,0,1,0,0,1,1,0,0,0,7576.810711671,0.0659185792,0.1977557377,0.1977557377,-1.5813803838,53.8184752721,-1.4836544556,53.7825528843,,,,
923750,E02002373,E02002402,17,0,0,0,1,0,0,14,1,0,1,0,9951.9000420077,0.040993047,0.6968817985,0.6968817985,-1.5813803838,53.8184752721,-1.4368532119,53.7923560633,,,,
923751,E02002373,E02002403,4,0,0,0,2,0,0,2,0,0,0,0,13032.8702132936,0.0221360706,0.0885442824,0.0885442824,-1.5813803838,53.8184752721,-1.3874627589,53.795090583,,,,
923752,E02002373,E02002404,17,0,0,1,3,0,0,9,0,0,4,0,5057.1088813981,0.1091104529,1.854877699,1.854877699,-1.5813803838,53.8184752721,-1.5185093357,53.7923791487,,,,
923753,E02002373,E02002405,5,0,0,0,1,0,0,4,0,0,0,0,7500.188952764,0.0669365184,0.3346825921,0.3346825921,-1.5813803838,53.8184752721,-1.68442047,53.7897676905,,,,
923754,E02002373,E02002406,4,0,0,2,1,0,0,1,0,0,0,0,14378.011850347,0.0169146499,0.0676585996,0.0676585996,-1.5813803838,53.8184752721,-1.3695940677,53.7871307636,,,,
923755,E02002373,E02002407,2,0,0,0,1,0,0,1,0,0,0,0,3596.7135455332,0.1461216897,0.2922433794,0.2922433794,-1.5813803838,53.8184752721,-1.609748378,53.7908519873,,,,
923756,E02002373,E02002408,11,0,0,0,1,0,0,7,3,0,0,0,5778.1067748256,0.0944585505,1.039044056,1.039044056,-1.5813803838,53.8184752721,-1.6531563541,53.7886108817,,,,
923757,E02002373,E02002409,4,0,0,0,1,0,0,0,1,1,1,0,5142.2856240045,0.1072674609,0.4290698435,-0.5709301565,-1.5813803838,53.8184752721,-1.6306694818,53.782634954,,,,
923758,E02002373,E02002410,13,0,0,1,3,0,0,3,0,6,0,0,3436.8406848027,0.1508693662,1.9613017602,-4.0386982398,-1.5813803838,53.8184752721,-1.5870002098,53.7877647368,,,,
923759,E02002373,E02002411,39,0,0,3,16,1,1,9,3,2,4,0,3976.5792518849,0.1354315876,5.2818319165,3.2818319165,-1.5813803838,53.8184752721,-1.5612145536,53.7847868814,,,,
923760,E02002373,E02002412,17,0,0,0,7,0,0,9,1,0,0,0,4976.510528638,0.1108835298,1.8850200058,1.8850200058,-1.5813803838,53.8184752721,-1.6064431662,53.7762799407,,,,
923761,E02002373,E02002414,7,0,0,1,2,0,0,2,0,0,2,0,4731.8275940461,0.1164447552,0.8151132861,0.8151132861,-1.5813803838,53.8184752721,-1.5451628768,53.781746077,,,,
923762,E02002373,E02002415,4,0,0,0,1,0,0,2,1,0,0,0,5345.7129170254,0.1029908234,0.4119632937,0.4119632937,-1.5813803838,53.8184752721,-1.5495116861,53.7742881837,,,,
923763,E02002373,E02002416,5,0,0,1,1,0,0,2,1,0,0,0,12470.6454753349,0.0247704988,0.1238524939,0.1238524939,-1.5813803838,53.8184752721,-1.4119631696,53.7684705358,,,,
923764,E02002373,E02002418,1,0,0,0,0,0,0,1,0,0,0,0,14523.8385816511,0.0164284528,0.0164284528,0.0164284528,-1.5813803838,53.8184752721,-1.3777795008,53.7683968144,,,,
923765,E02002373,E02002419,41,0,0,0,12,2,1,21,3,1,1,0,5182.439240623,0.1064094753,4.3627884874,3.3627884874,-1.5813803838,53.8184752721,-1.5759700333,53.7720065627,,,,
923766,E02002373,E02002420,10,0,0,0,4,0,0,6,0,0,0,0,6074.280010715,0.0890258229,0.8902582289,0.8902582289,-1.5813803838,53.8184752721,-1.5544406537,53.7662624593,,,,
923767,E02002373,E02002421,3,0,0,0,0,0,0,1,2,0,0,0,6685.1778836712,0.0787869125,0.2363607375,0.2363607375,-1.5813803838,53.8184752721,-1.5311318696,53.766273027,,,,
923768,E02002373,E02002422,50,0,0,3,23,0,0,21,1,1,1,0,6676.1430592695,0.0789294064,3.9464703188,2.9464703188,-1.5813803838,53.8184752721,-1.5870012411,53.7585630809,,,,
923769,E02002373,E02002423,2,0,0,0,0,1,0,0,0,0,1,0,7623.0615815146,0.0653116324,0.1306232648,0.1306232648,-1.5813803838,53.8184752721,-1.5221683155,53.7596112618,,,,
923770,E02002373,E02002424,3,0,0,0,0,0,0,3,0,0,0,0,7148.5724627098,0.0718131769,0.2154395308,0.2154395308,-1.5813803838,53.8184752721,-1.6160378671,53.7575906876,,,,
923771,E02002373,E02002426,2,0,0,0,0,0,0,2,0,0,0,0,11421.2909345112,0.0305548762,0.0611097525,0.0611097525,-1.5813803838,53.8184752721,-1.4497412823,53.7516900235,,,,
923772,E02002373,E02002427,5,0,0,0,1,0,0,3,0,0,1,0,10079.1499142155,0.0399629387,0.1998146934,0.1998146934,-1.5813803838,53.8184752721,-1.4787898939,53.7512783244,,,,
923773,E02002373,E02002428,2,0,0,0,0,0,0,2,0,0,0,0,7874.4362030073,0.0621092688,0.1242185376,0.1242185376,-1.5813803838,53.8184752721,-1.5367152244,53.7528293516,,,,
923774,E02002373,E02002429,6,0,0,0,0,0,0,0,0,0,6,0,11162.9868962895,0.0321748501,0.1930491008,0.1930491008,-1.5813803838,53.8184752721,-1.4668471226,53.7445513485,,,,
923775,E02002373,E02002430,1,0,0,0,0,0,0,1,0,0,0,0,8028.5138432455,0.0602245277,0.0602245277,0.0602245277,-1.5813803838,53.8184752721,-1.5552160268,53.7479997938,,,,
923776,E02002373,E02002431,11,0,0,0,3,0,0,7,0,1,0,0,8303.2278766234,0.0570048812,0.6270536932,-0.3729463068,-1.5813803838,53.8184752721,-1.582351837,53.7438491095,,,,
923777,E02002373,E02002432,3,0,0,0,1,0,0,2,0,0,0,0,15444.5595047738,0.0136654476,0.0409963428,0.0409963428,-1.5813803838,53.8184752721,-1.3907128949,53.7377548683,,,,
923778,E02002373,E02002433,13,0,0,2,2,0,0,3,0,4,2,0,8648.4824762849,0.0532014674,0.6916190767,-3.3083809233,-1.5813803838,53.8184752721,-1.5993137073,53.7414729237,,,,
923779,E02002373,E02002434,4,0,0,0,2,0,0,0,0,1,1,0,10230.5933198224,0.0387706614,0.1550826455,-0.8449173545,-1.5813803838,53.8184752721,-1.517214909,53.734746307,,,,
923780,E02002373,E02002435,6,0,0,0,3,0,0,3,0,0,0,0,9820.4825783512,0.0420847717,0.2525086305,0.2525086305,-1.5813803838,53.8184752721,-1.6099686404,53.731849243,,,,
923989,E02002373,E02006852,141,0,0,0,19,1,0,45,6,7,62,1,1633.8932438334,0.216373012,30.5085946977,23.5085946977,-1.5813803838,53.8184752721,-1.5867043323,53.832819017,,,,
923990,E02002373,E02006861,91,0,0,0,5,1,1,12,3,3,66,0,1078.4030588056,0.2417978056,22.0036003101,19.0036003101,-1.5813803838,53.8184752721,-1.5650215028,53.8179856472,,,,
923992,E02002373,E02006875,1037,0,5,111,424,20,5,155,30,73,214,0,3418.5253806394,0.1514230233,157.0256751203,84.0256751203,-1.5813803838,53.8184752721,-1.5455825172,53.7962246679,,,,
923993,E02002373,E02006876,66,0,0,1,21,0,1,30,4,5,4,0,6386.5238657507,0.0836363054,5.5199961595,0.5199961595,-1.5813803838,53.8184752721,-1.5182092462,53.7749327017,,,,
924112,E02002374,E02002331,4,0,0,0,1,0,0,2,1,0,0,0,20194.0899806082,0.0052854855,0.021141942,0.021141942,-1.5978264373,53.8174200785,-1.347653388,53.9226868903,,,,
924113,E02002374,E02002332,1,0,0,0,0,0,0,1,0,0,0,0,12613.2204421722,0.0240741436,0.0240741436,0.0240741436,-1.5978264373,53.8174200785,-1.7052666419,53.9113271892,,,,
924114,E02002374,E02002333,9,0,0,0,3,0,0,4,0,1,1,0,10998.3488283343,0.0332519266,0.2992673396,-0.7007326604,-1.5978264373,53.8174200785,-1.6876952052,53.9007791557,,,,
924115,E02002374,E02002334,7,0,0,0,0,0,0,7,0,0,0,0,17383.6007919776,0.0092725861,0.0649081027,0.0649081027,-1.5978264373,53.8174200785,-1.3576524285,53.8825638629,,,,
924116,E02002374,E02002335,9,0,1,0,0,0,0,7,1,0,0,0,11735.9713247147,0.0286911356,0.2582202201,0.2582202201,-1.5978264373,53.8174200785,-1.4710718403,53.8916514302,,,,
924117,E02002374,E02002336,26,0,0,0,6,0,0,16,3,0,1,0,7816.4151818435,0.0628341954,1.6336890808,1.6336890808,-1.5978264373,53.8174200785,-1.6243652108,53.8858954673,,,,
924118,E02002374,E02002337,9,0,0,1,1,0,0,4,0,0,3,0,11870.5039652945,0.0279294498,0.2513650485,0.2513650485,-1.5978264373,53.8174200785,-1.7433977723,53.8804538587,,,,
924119,E02002374,E02002338,10,0,0,1,2,0,1,4,0,0,2,0,9497.9513143538,0.0448889747,0.4488897468,0.4488897468,-1.5978264373,53.8174200785,-1.7105896018,53.87071637,,,,
924120,E02002374,E02002339,9,0,0,0,2,0,0,5,0,1,1,0,8483.9439970746,0.0549813301,0.4948319711,-0.5051680289,-1.5978264373,53.8174200785,-1.6941821605,53.8680881823,,,,
924121,E02002374,E02002340,9,0,0,0,2,0,0,7,0,0,0,0,7787.9189277707,0.0631933257,0.568739931,0.568739931,-1.5978264373,53.8174200785,-1.6785346758,53.8686194272,,,,
924122,E02002374,E02002341,5,0,0,0,1,2,0,2,0,0,0,0,6453.6141560424,0.0825215642,0.412607821,0.412607821,-1.5978264373,53.8174200785,-1.5553319814,53.869697221,,,,
924123,E02002374,E02002342,1,0,0,0,0,0,0,1,0,0,0,0,5307.3346600422,0.1037843867,0.1037843867,0.1037843867,-1.5978264373,53.8174200785,-1.6224194963,53.8628501517,,,,
924124,E02002374,E02002343,3,0,0,0,1,0,0,2,0,0,0,0,6789.8797300935,0.0771542395,0.2314627185,0.2314627185,-1.5978264373,53.8174200785,-1.6775621599,53.8561494482,,,,
924125,E02002374,E02002345,19,0,0,0,3,0,0,14,1,0,1,0,4498.3062741606,0.122012222,2.3182322175,2.3182322175,-1.5978264373,53.8174200785,-1.5896573219,53.8575607216,,,,
924126,E02002374,E02002346,7,0,0,1,4,0,0,1,0,1,0,0,3882.5980671123,0.1380012663,0.9660088641,-0.0339911359,-1.5978264373,53.8174200785,-1.6186437517,53.8500711391,,,,
924127,E02002374,E02002347,7,0,0,0,0,0,0,6,1,0,0,0,4652.7198181852,0.1183017438,0.8281122063,0.8281122063,-1.5978264373,53.8174200785,-1.5519706135,53.8492478781,,,,
924128,E02002374,E02002348,21,0,0,0,5,0,0,14,2,0,0,0,3223.3775866819,0.1574498441,3.3064467259,3.3064467259,-1.5978264373,53.8174200785,-1.604851375,53.8460916699,,,,
924129,E02002374,E02002349,4,0,0,0,1,0,0,2,0,1,0,0,7192.646953308,0.071182933,0.2847317318,-0.7152682682,-1.5978264373,53.8174200785,-1.4977270094,53.8433559571,,,,
924130,E02002374,E02002350,34,0,0,6,10,0,0,14,2,0,2,0,4570.6188451864,0.1202603175,4.0888507946,4.0888507946,-1.5978264373,53.8174200785,-1.645681837,53.8471890098,,,,
924131,E02002374,E02002351,3,0,0,0,1,0,0,2,0,0,0,0,10768.9906303892,0.0348127726,0.1044383178,0.1044383178,-1.5978264373,53.8174200785,-1.4409663716,53.8449366971,,,,
924132,E02002374,E02002352,11,0,0,0,3,0,0,7,0,1,0,0,5133.3501644553,0.1074593291,1.1820526198,0.1820526198,-1.5978264373,53.8174200785,-1.5316182735,53.8418058636,,,,
924133,E02002374,E02002353,4,0,0,0,2,0,0,2,0,0,0,0,5836.5115988079,0.0933616027,0.3734464109,0.3734464109,-1.5978264373,53.8174200785,-1.5182369926,53.84054915,,,,
924134,E02002374,E02002354,18,0,0,0,1,0,0,15,0,0,2,0,4064.5049865631,0.1330708213,2.3952747831,2.3952747831,-1.5978264373,53.8174200785,-1.5485327985,53.8394232219,,,,
924135,E02002374,E02002356,32,0,0,1,11,0,0,13,5,0,2,0,5344.8733785923,0.1030081178,3.2962597703,3.2962597703,-1.5978264373,53.8174200785,-1.6698365717,53.8396256342,,,,
924136,E02002374,E02002357,18,0,0,2,4,0,0,6,1,1,4,0,2918.2421930613,0.1673578001,3.0124404017,2.0124404017,-1.5978264373,53.8174200785,-1.6291347025,53.835990229,,,,
924137,E02002374,E02002358,6,0,0,0,0,0,0,5,1,0,0,0,9312.5595526992,0.0465846256,0.2795077536,0.2795077536,-1.5978264373,53.8174200785,-1.4598015075,53.8357920354,,,,
924138,E02002374,E02002359,5,0,0,0,1,0,0,4,0,0,0,0,15089.3248331123,0.0146716566,0.0733582828,0.0733582828,-1.5978264373,53.8174200785,-1.3697425356,53.8308039574,,,,
924139,E02002374,E02002360,1,0,0,0,1,0,0,0,0,0,0,0,2891.0804560969,0.1682694197,0.1682694197,0.1682694197,-1.5978264373,53.8174200785,-1.5647986011,53.834548605,,,,
924140,E02002374,E02002361,5,0,0,0,1,0,0,4,0,0,0,0,5647.3327333777,0.0969616877,0.4848084383,0.4848084383,-1.5978264373,53.8174200785,-1.5143714712,53.8291749544,,,,
924141,E02002374,E02002362,33,0,0,0,8,1,0,16,3,0,5,0,1782.5431871296,0.2100349273,6.9311526,6.9311526,-1.5978264373,53.8174200785,-1.6131811509,53.8306166402,,,,
924142,E02002374,E02002363,11,0,0,0,4,0,0,6,0,1,0,0,4335.0193326293,0.1260625999,1.3866885988,0.3866885988,-1.5978264373,53.8174200785,-1.5348689623,53.828844426,,,,
924143,E02002374,E02002364,8,0,0,0,3,0,0,3,2,0,0,0,8712.2595016548,0.0525271708,0.4202173662,0.4202173662,-1.5978264373,53.8174200785,-1.4664255759,53.8267392129,,,,
924144,E02002374,E02002366,3,0,0,0,0,0,0,2,0,0,0,1,6915.3501230158,0.0752422155,0.2257266466,0.2257266466,-1.5978264373,53.8174200785,-1.4940384943,53.827020389,,,,
924145,E02002374,E02002367,2,0,0,0,1,1,0,0,0,0,0,0,3116.9740868539,0.1608363932,0.3216727865,0.3216727865,-1.5978264373,53.8174200785,-1.5512470911,53.822437902,,,,
924146,E02002374,E02002368,8,0,0,0,0,0,1,4,2,0,1,0,5809.0181610282,0.093876383,0.7510110641,0.7510110641,-1.5978264373,53.8174200785,-1.6852862057,53.8243425956,,,,
924147,E02002374,E02002369,1,0,0,0,1,0,0,0,0,0,0,0,7812.3636410743,0.0628851311,0.0628851311,0.0628851311,-1.5978264373,53.8174200785,-1.479266593,53.820355325,,,,
924148,E02002374,E02002370,1,0,0,0,0,0,0,1,0,0,0,0,10260.7990521889,0.0385371482,0.0385371482,0.0385371482,-1.5978264373,53.8174200785,-1.4421484083,53.8218248926,,,,
924149,E02002374,E02002371,16,0,0,0,2,0,0,9,4,1,0,0,4414.5645829722,0.1240729325,1.9851669201,0.9851669201,-1.5978264373,53.8174200785,-1.530848943,53.8193025853,,,,
924150,E02002374,E02002373,53,0,0,2,2,0,0,17,1,2,29,0,1089.0978830866,0.2412811613,12.7879015508,10.7879015508,-1.5978264373,53.8174200785,-1.5813803838,53.8184752721,,,,
924151,E02002374,E02002374,144,0,0,1,9,2,0,35,7,7,83,0,0,0.3,43.2,36.2,-1.5978264373,53.8174200785,-1.5978264373,53.8174200785,,,,
924152,E02002374,E02002375,7,0,0,0,1,1,0,2,0,0,3,0,1951.7231534582,0.203047074,1.4213295183,1.4213295183,-1.5978264373,53.8174200785,-1.6270046147,53.8205240553,,,,
924153,E02002374,E02002377,12,0,0,0,1,0,0,9,2,0,0,0,5167.1493766584,0.1067353706,1.2808244474,1.2808244474,-1.5978264373,53.8174200785,-1.5194226834,53.8153651938,,,,
924154,E02002374,E02002379,2,0,0,0,0,0,0,2,0,0,0,0,8817.305581671,0.0514351278,0.1028702555,0.1028702555,-1.5978264373,53.8174200785,-1.4640100536,53.814328863,,,,
924155,E02002374,E02002380,7,0,0,0,0,0,0,5,2,0,0,0,2874.7655453858,0.1688193766,1.1817356359,1.1817356359,-1.5978264373,53.8174200785,-1.6413464562,53.8153341658,,,,
924156,E02002374,E02002381,3,0,0,0,0,0,0,2,0,1,0,0,3770.7491546395,0.1411231119,0.4233693358,-0.5766306642,-1.5978264373,53.8174200785,-1.6550978034,53.8176424986,,,,
924157,E02002374,E02002382,1,0,0,0,1,0,0,0,0,0,0,0,5686.3208993511,0.0962085561,0.0962085561,0.0962085561,-1.5978264373,53.8174200785,-1.5121470392,53.8110109367,,,,
924158,E02002374,E02002383,14,0,0,0,0,0,0,9,1,0,3,1,1898.2055742906,0.2052320643,2.8732489,2.8732489,-1.5978264373,53.8174200785,-1.5711081108,53.8110117037,,,,
924159,E02002374,E02002384,57,0,0,2,14,2,0,25,2,5,7,0,3579.1824993428,0.1466349221,8.3581905613,3.3581905613,-1.5978264373,53.8174200785,-1.5450850219,53.8096337814,,,,
924160,E02002374,E02002385,74,0,0,1,11,0,1,26,3,0,31,1,1463.1328538662,0.2238902338,16.567877298,16.567877298,-1.5978264373,53.8174200785,-1.5824764839,53.8079116016,,,,
924161,E02002374,E02002386,10,0,0,1,1,0,0,7,0,0,1,0,11511.5346678942,0.0300083459,0.3000834594,0.3000834594,-1.5978264373,53.8174200785,-1.4237982697,53.8075625094,,,,
924162,E02002374,E02002387,6,0,0,0,0,0,0,3,3,0,0,0,2646.8217686968,0.1766937699,1.0601626197,1.0601626197,-1.5978264373,53.8174200785,-1.6352400439,53.808721822,,,,
924163,E02002374,E02002388,15,0,0,0,4,0,0,6,0,1,4,0,1256.9853933621,0.233314049,3.4997107356,2.4997107356,-1.5978264373,53.8174200785,-1.6102509195,53.8088425684,,,,
924164,E02002374,E02002390,9,0,0,0,3,0,0,6,0,0,0,0,8547.0718468547,0.0542915233,0.4886237093,0.4886237093,-1.5978264373,53.8174200785,-1.4693922426,53.8062954254,,,,
924165,E02002374,E02002391,10,0,0,0,0,0,0,9,0,0,1,0,4814.6695776758,0.1145313471,1.1453134708,1.1453134708,-1.5978264373,53.8174200785,-1.6682097793,53.8056954082,,,,
924166,E02002374,E02002392,194,0,0,3,61,0,2,58,12,19,39,0,2817.1853378364,0.1707747449,33.1303005189,14.1303005189,-1.5978264373,53.8174200785,-1.5609149148,53.8046175701,,,,
924167,E02002374,E02002393,82,0,0,1,40,0,0,35,2,3,1,0,5079.3395980132,0.108626409,8.9073655409,5.9073655409,-1.5978264373,53.8174200785,-1.523831007,53.804524144,,,,
924168,E02002374,E02002394,11,0,0,0,4,0,0,6,0,1,0,0,6021.6343781287,0.0899681392,0.9896495315,-0.0103504685,-1.5978264373,53.8174200785,-1.5096383515,53.8031039327,,,,
924169,E02002374,E02002395,12,0,0,0,3,0,0,7,1,1,0,0,6449.4293283957,0.0825906608,0.9910879298,-0.0089120702,-1.5978264373,53.8174200785,-1.6932426898,53.8043391989,,,,
924170,E02002374,E02002396,25,0,0,1,3,0,0,17,0,1,3,0,2007.3546472631,0.2008004332,5.0200108301,4.0200108301,-1.5978264373,53.8174200785,-1.611086847,53.8011739849,,,,
924171,E02002374,E02002397,5,0,0,0,1,0,0,3,0,0,1,0,3769.8506604121,0.1411484739,0.7057423694,0.7057423694,-1.5978264373,53.8174200785,-1.646020275,53.7991338977,,,,
924172,E02002374,E02002398,6,0,0,0,1,0,0,5,0,0,0,0,9808.6930464936,0.0421841208,0.2531047247,0.2531047247,-1.5978264373,53.8174200785,-1.460795059,53.7829085208,,,,
924173,E02002374,E02002399,12,0,0,0,3,0,0,8,1,0,0,0,7106.6449325276,0.0724178987,0.8690147841,0.8690147841,-1.5978264373,53.8174200785,-1.5026560497,53.78732075,,,,
