,Area.of.residence,Area.of.workplace,All.categories..Method.of.travel.to.work,Work.mainly.at.or.from.home,Underground..metro..light.rail..tram,Train,Bus..minibus.or.coach,Taxi,Motorcycle..scooter.or.moped,Driving.a.car.or.van,Passenger.in.a.car.or.van,Bicycle,On.foot,Other.method.of.travel.to.work,dist,p_cycle,pc,ecp,lon_origin,lat_origin,lon_dest,lat_dest,fastest_time,fastest_distance,quietest_time,quietest_distance
911871,E02002334,E02002376,1,0,0,0,0,0,0,1,0,0,0,0,12007.7577460468,0.0271731927,0.0271731927,0.0271731927,-1.3576524285,53.8825638629,-1.5006442299,53.815492733,,,,
911872,E02002334,E02002377,4,0,0,0,0,0,0,3,1,0,0,0,13006.5132206034,0.0222530667,0.089012267,0.089012267,-1.3576524285,53.8825638629,-1.5194226834,53.8153651938,,,,
911873,E02002334,E02002379,9,0,0,0,0,0,0,9,0,0,0,0,10324.71297536,0.0380476712,0.3424290411,0.3424290411,-1.3576524285,53.8825638629,-1.4640100536,53.814328863,,,,
911874,E02002334,E02002380,2,0,0,0,0,0,0,2,0,0,0,0,20107.172102204,0.0053781694,0.0107563388,0.0107563388,-1.3576524285,53.8825638629,-1.6413464562,53.8153341658,,,,
911875,E02002334,E02002381,2,0,0,0,0,0,0,2,0,0,0,0,20858.8397275697,0.0046274897,0.0092549793,0.0092549793,-1.3576524285,53.8825638629,-1.6550978034,53.8176424986,,,,
911876,E02002334,E02002382,1,0,0,0,0,0,0,1,0,0,0,0,12911.1968689794,0.0226813523,0.0226813523,0.0226813523,-1.3576524285,53.8825638629,-1.5121470392,53.8110109367,,,,
911877,E02002334,E02002383,1,0,0,0,0,0,0,1,0,0,0,0,16143.3446120459,0.0118830564,0.0118830564,0.0118830564,-1.3576524285,53.8825638629,-1.5711081108,53.8110117037,,,,
911878,E02002334,E02002384,20,0,0,0,1,0,0,18,1,0,0,0,14762.0315578522,0.0156641735,0.3132834703,0.3132834703,-1.3576524285,53.8825638629,-1.5450850219,53.8096337814,,,,
911879,E02002334,E02002385,3,0,0,0,1,0,0,1,1,0,0,0,16964.7192570597,0.0100828768,0.0302486305,0.0302486305,-1.3576524285,53.8825638629,-1.5824764839,53.8079116016,,,,
911880,E02002334,E02002386,13,0,0,0,0,0,0,11,1,0,1,0,9411.4487884118,0.0456723333,0.5937403333,0.5937403333,-1.3576524285,53.8825638629,-1.4237982697,53.8075625094,,,,
911881,E02002334,E02002387,2,0,0,0,0,0,0,2,0,0,0,0,20026.5957835134,0.0054655421,0.0109310843,0.0109310843,-1.3576524285,53.8825638629,-1.6352400439,53.808721822,,,,
911882,E02002334,E02002388,1,0,0,0,0,0,0,1,0,0,0,0,18533.4528403088,0.0073675992,0.0073675992,0.0073675992,-1.3576524285,53.8825638629,-1.6102509195,53.8088425684,,,,
911883,E02002334,E02002390,5,0,0,0,0,0,0,3,0,0,2,0,11227.7204611401,0.0317609765,0.1588048825,0.1588048825,-1.3576524285,53.8825638629,-1.4693922426,53.8062954254,,,,
911884,E02002334,E02002391,6,0,0,0,0,0,0,6,0,0,0,0,22151.3165217045,0.0035734059,0.0214404353,0.0214404353,-1.3576524285,53.8825638629,-1.6682097793,53.8056954082,,,,
911885,E02002334,E02002392,46,0,0,0,8,0,0,36,1,1,0,0,15939.9329515546,0.0123764551,0.569316934,-0.430683066,-1.3576524285,53.8825638629,-1.5609149148,53.8046175701,,,,
911886,E02002334,E02002393,47,0,0,0,1,0,1,44,1,0,0,0,13962.4211116569,0.0183806458,0.8638903526,0.8638903526,-1.3576524285,53.8825638629,-1.523831007,53.804524144,,,,
911887,E02002334,E02002394,10,0,0,0,2,0,0,8,0,0,0,0,13348.0796118136,0.0207836486,0.2078364859,0.2078364859,-1.3576524285,53.8825638629,-1.5096383515,53.8031039327,,,,
911888,E02002334,E02002395,5,0,0,0,0,0,0,5,0,0,0,0,23734.4970083519,0.0026035687,0.0130178434,0.0130178434,-1.3576524285,53.8825638629,-1.6932426898,53.8043391989,,,,
911889,E02002334,E02002396,7,0,0,0,0,0,0,7,0,0,0,0,18976.1218661983,0.0067433585,0.0472035098,0.0472035098,-1.3576524285,53.8825638629,-1.611086847,53.8011739849,,,,
911890,E02002334,E02002397,3,0,0,0,0,0,0,2,0,0,1,0,21124.0036802651,0.0043884748,0.0131654244,0.0131654244,-1.3576524285,53.8825638629,-1.646020275,53.7991338977,,,,
911891,E02002334,E02002398,6,0,0,0,0,0,0,4,1,0,1,0,13000.9475677816,0.0222778511,0.1336671067,0.1336671067,-1.3576524285,53.8825638629,-1.460795059,53.7829085208,,,,
911892,E02002334,E02002399,10,0,0,0,1,0,0,9,0,0,0,0,14260.5571618208,0.0173166946,0.1731669461,0.1731669461,-1.3576524285,53.8825638629,-1.5026560497,53.78732075,,,,
911893,E02002334,E02002400,23,0,0,0,0,0,0,21,1,1,0,0,17416.0655986659,0.0092125746,0.2118892157,-0.7881107843,-1.3576524285,53.8825638629,-1.5794874121,53.7971878792,,,,
911894,E02002334,E02002401,4,0,0,0,1,0,0,3,0,0,0,0,13877.8906682819,0.0186940322,0.0747761289,0.0747761289,-1.3576524285,53.8825638629,-1.4836544556,53.7825528843,,,,
911895,E02002334,E02002402,17,0,0,0,0,0,0,17,0,0,0,0,11309.3609933151,0.0312465908,0.5311920437,0.5311920437,-1.3576524285,53.8825638629,-1.4368532119,53.7923560633,,,,
911896,E02002334,E02002403,15,0,0,0,0,0,0,15,0,0,0,0,9928.1466473702,0.0411882551,0.6178238264,0.6178238264,-1.3576524285,53.8825638629,-1.3874627589,53.795090583,,,,
911897,E02002334,E02002404,5,0,0,0,0,0,0,4,1,0,0,0,14585.5066933965,0.0162270749,0.0811353744,0.0811353744,-1.3576524285,53.8825638629,-1.5185093357,53.7923791487,,,,
911898,E02002334,E02002405,1,0,0,0,0,0,0,1,0,0,0,0,23854.4321283057,0.0025418599,0.0025418599,0.0025418599,-1.3576524285,53.8825638629,-1.68442047,53.7897676905,,,,
911899,E02002334,E02002406,3,0,0,0,0,0,0,2,0,0,1,0,10647.0862575278,0.0356719699,0.1070159097,0.1070159097,-1.3576524285,53.8825638629,-1.3695940677,53.7871307636,,,,
911900,E02002334,E02002407,1,0,0,0,0,0,0,1,0,0,0,0,19476.9923709679,0.0061005809,0.0061005809,0.0061005809,-1.3576524285,53.8825638629,-1.609748378,53.7908519873,,,,
911901,E02002334,E02002408,2,0,0,0,1,0,0,1,0,0,0,0,22078.5950963817,0.0036257583,0.0072515166,0.0072515166,-1.3576524285,53.8825638629,-1.6531563541,53.7886108817,,,,
911902,E02002334,E02002410,5,0,0,0,1,0,0,4,0,0,0,0,18413.7222399801,0.007546154,0.0377307699,0.0377307699,-1.3576524285,53.8825638629,-1.5870002098,53.7877647368,,,,
911903,E02002334,E02002411,15,0,0,0,1,0,0,13,1,0,0,0,17257.8101994323,0.0095088261,0.1426323921,0.1426323921,-1.3576524285,53.8825638629,-1.5612145536,53.7847868814,,,,
911904,E02002334,E02002412,9,0,0,0,1,0,0,7,1,0,0,0,20198.8106982732,0.0052804976,0.0475244784,0.0475244784,-1.3576524285,53.8825638629,-1.6064431662,53.7762799407,,,,
911905,E02002334,E02002414,8,0,0,0,2,0,0,5,0,0,1,0,16677.1851636427,0.0106797075,0.0854376597,0.0854376597,-1.3576524285,53.8825638629,-1.5451628768,53.781746077,,,,
911906,E02002334,E02002415,2,0,0,0,0,0,0,2,0,0,0,0,17452.9891814516,0.0091447929,0.0182895859,0.0182895859,-1.3576524285,53.8825638629,-1.5495116861,53.7742881837,,,,
911907,E02002334,E02002416,26,0,0,0,0,0,0,24,2,0,0,0,13188.306570606,0.0214585069,0.5579211804,0.5579211804,-1.3576524285,53.8825638629,-1.4119631696,53.7684705358,,,,
911908,E02002334,E02002417,1,0,0,0,1,0,0,0,0,0,0,0,13238.945936964,0.0212422747,0.0212422747,0.0212422747,-1.3576524285,53.8825638629,-1.3368001311,53.7642201515,,,,
911909,E02002334,E02002418,3,0,0,0,0,0,0,3,0,0,0,0,12771.3726607148,0.0233245847,0.0699737542,0.0699737542,-1.3576524285,53.8825638629,-1.3777795008,53.7683968144,,,,
911910,E02002334,E02002419,11,0,0,0,0,0,0,11,0,0,0,0,18916.0433933454,0.0068248734,0.0750736077,0.0750736077,-1.3576524285,53.8825638629,-1.5759700333,53.7720065627,,,,
911911,E02002334,E02002420,5,0,0,0,0,0,0,5,0,0,0,0,18309.8735207685,0.0077045246,0.0385226231,0.0385226231,-1.3576524285,53.8825638629,-1.5544406537,53.7662624593,,,,
911912,E02002334,E02002421,2,0,0,0,0,0,0,1,0,1,0,0,17257.4996987261,0.0095094167,0.0190188333,-0.9809811667,-1.3576524285,53.8825638629,-1.5311318696,53.766273027,,,,
911913,E02002334,E02002422,4,0,0,0,0,0,0,4,0,0,0,0,20452.8917456425,0.0050188666,0.0200754663,0.0200754663,-1.3576524285,53.8825638629,-1.5870012411,53.7585630809,,,,
911914,E02002334,E02002424,1,0,0,0,1,0,0,0,0,0,0,0,21970.5408172598,0.0037049668,0.0037049668,0.0037049668,-1.3576524285,53.8825638629,-1.6160378671,53.7575906876,,,,
911915,E02002334,E02002425,3,0,0,0,0,0,0,2,0,0,1,0,23962.9668378317,0.0024872784,0.0074618352,0.0074618352,-1.3576524285,53.8825638629,-1.6522103299,53.7560427315,,,,
911916,E02002334,E02002426,2,0,0,0,0,0,0,2,0,0,0,0,15773.1447460658,0.0127962675,0.025592535,0.025592535,-1.3576524285,53.8825638629,-1.4497412823,53.7516900235,,,,
911917,E02002334,E02002427,3,0,0,0,0,0,0,3,0,0,0,0,16642.6331978107,0.010753764,0.0322612921,0.0322612921,-1.3576524285,53.8825638629,-1.4787898939,53.7512783244,,,,
911918,E02002334,E02002428,2,0,0,0,0,0,0,2,0,0,0,0,18636.9589678393,0.0072166487,0.0144332975,0.0144332975,-1.3576524285,53.8825638629,-1.5367152244,53.7528293516,,,,
911919,E02002334,E02002429,2,0,0,0,0,0,0,2,0,0,0,0,16955.1930822884,0.0101021054,0.0202042108,0.0202042108,-1.3576524285,53.8825638629,-1.4668471226,53.7445513485,,,,
911920,E02002334,E02002431,5,0,0,0,0,0,0,5,0,0,0,0,21379.9176690137,0.0041695117,0.0208475587,0.0208475587,-1.3576524285,53.8825638629,-1.582351837,53.7438491095,,,,
911921,E02002334,E02002432,4,0,0,0,0,0,0,4,0,0,0,0,16258.1998504328,0.0116132014,0.0464528057,0.0464528057,-1.3576524285,53.8825638629,-1.3907128949,53.7377548683,,,,
911922,E02002334,E02002433,3,0,0,0,0,0,0,3,0,0,0,0,22352.6492650713,0.0034323756,0.0102971269,0.0102971269,-1.3576524285,53.8825638629,-1.5993137073,53.7414729237,,,,
911923,E02002334,E02002435,12,0,0,0,0,0,0,12,0,0,0,0,23606.8474221444,0.0026708933,0.0320507197,0.0320507197,-1.3576524285,53.8825638629,-1.6099686404,53.731849243,,,,
911924,E02002334,E02002436,2,0,0,0,0,0,0,2,0,0,0,0,21318.9391598197,0.0042206732,0.0084413464,0.0084413464,-1.3576524285,53.8825638629,-1.548726411,53.7278916122,,,,
912105,E02002334,E02006852,10,0,0,0,0,0,0,9,1,0,0,0,16050.5211700142,0.0121057221,0.1210572209,0.1210572209,-1.3576524285,53.8825638629,-1.5867043323,53.832819017,,,,
912107,E02002334,E02006861,9,0,0,0,0,0,0,9,0,0,0,0,15418.7137582812,0.0137362692,0.123626423,0.123626423,-1.3576524285,53.8825638629,-1.5650215028,53.8179856472,,,,
912109,E02002334,E02006875,284,0,1,5,43,1,1,217,12,0,3,1,15659.2860428091,0.0130910039,3.7178450964,3.7178450964,-1.3576524285,53.8825638629,-1.5455825172,53.7962246679,,,,
912110,E02002334,E02006876,32,0,0,1,0,0,0,30,0,1,0,0,15971.4006578373,0.012298808,0.3935618544,-0.6064381456,-1.3576524285,53.8825638629,-1.5182092462,53.7749327017,,,,
912240,E02002335,E02002330,15,0,0,0,3,0,0,10,1,0,1,0,6232.9027146385,0.0862458494,1.2936877408,1.2936877408,-1.4710718403,53.8916514302,-1.400577159,53.9291452967,,,,
912241,E02002335,E02002331,303,0,0,0,25,0,1,231,29,10,7,0,8813.5541455305,0.0514737334,15.5965412055,5.5965412055,-1.4710718403,53.8916514302,-1.347653388,53.9226868903,,,,
912242,E02002335,E02002332,2,0,0,0,0,0,0,2,0,0,0,0,15542.5691701022,0.0134001867,0.0268003734,0.0268003734,-1.4710718403,53.8916514302,-1.7052666419,53.9113271892,,,,
912243,E02002335,E02002333,10,0,0,0,0,0,0,8,0,0,2,0,14271.1145098806,0.0172801695,0.1728016951,0.1728016951,-1.4710718403,53.8916514302,-1.6876952052,53.9007791557,,,,
912244,E02002335,E02002334,44,0,0,0,1,0,0,39,3,0,1,0,7523.9224439904,0.0666195439,2.9312599299,2.9312599299,-1.4710718403,53.8916514302,-1.3576524285,53.8825638629,,,,
912245,E02002335,E02002335,195,0,0,0,4,0,0,117,16,2,56,0,0,0.3,58.5,56.5,-1.4710718403,53.8916514302,-1.4710718403,53.8916514302,,,,
912246,E02002335,E02002336,21,0,0,0,1,0,0,20,0,0,0,0,10095.8717524053,0.0398295112,0.8364197345,0.8364197345,-1.4710718403,53.8916514302,-1.6243652108,53.8858954673,,,,
912247,E02002335,E02002337,1,0,0,0,0,0,0,0,1,0,0,0,17943.016004548,0.008291072,0.008291072,0.008291072,-1.4710718403,53.8916514302,-1.7433977723,53.8804538587,,,,
912248,E02002335,E02002338,1,0,0,0,0,0,0,1,0,0,0,0,15916.4471461406,0.012434726,0.012434726,0.012434726,-1.4710718403,53.8916514302,-1.7105896018,53.87071637,,,,
912249,E02002335,E02002339,4,0,0,0,0,0,0,4,0,0,0,0,14899.4434815723,0.0152395463,0.0609581851,0.0609581851,-1.4710718403,53.8916514302,-1.6941821605,53.8680881823,,,,
912250,E02002335,E02002340,4,0,0,0,0,0,0,4,0,0,0,0,13876.9023397181,0.0186977278,0.0747909111,0.0747909111,-1.4710718403,53.8916514302,-1.6785346758,53.8686194272,,,,
912251,E02002335,E02002341,17,0,0,0,0,0,0,15,1,1,0,0,6053.4697231202,0.0893971256,1.519751136,0.519751136,-1.4710718403,53.8916514302,-1.5553319814,53.869697221,,,,
912252,E02002335,E02002342,3,0,0,0,0,0,0,2,1,0,0,0,10453.217843475,0.0370822681,0.1112468042,0.1112468042,-1.4710718403,53.8916514302,-1.6224194963,53.8628501517,,,,
912253,E02002335,E02002343,5,0,0,0,1,0,0,4,0,0,0,0,14139.2610570673,0.0177419211,0.0887096055,0.0887096055,-1.4710718403,53.8916514302,-1.6775621599,53.8561494482,,,,
912254,E02002335,E02002344,15,0,0,0,0,0,0,15,0,0,0,0,5490.838825134,0.1000444622,1.5006669337,1.5006669337,-1.4710718403,53.8916514302,-1.5253058419,53.8541243112,,,,
912255,E02002335,E02002345,8,0,0,0,1,0,0,7,0,0,0,0,8670.07746491,0.0529721859,0.4237774873,0.4237774873,-1.4710718403,53.8916514302,-1.5896573219,53.8575607216,,,,
912256,E02002335,E02002346,3,0,0,0,0,0,0,3,0,0,0,0,10749.7459288862,0.0349470231,0.1048410693,0.1048410693,-1.4710718403,53.8916514302,-1.6186437517,53.8500711391,,,,
912257,E02002335,E02002347,9,0,0,0,0,0,0,9,0,0,0,0,7110.2173225089,0.0723661762,0.6512955855,0.6512955855,-1.4710718403,53.8916514302,-1.5519706135,53.8492478781,,,,
912258,E02002335,E02002348,12,0,0,0,0,0,0,12,0,0,0,0,10152.8014063568,0.0393785871,0.4725430449,0.4725430449,-1.4710718403,53.8916514302,-1.604851375,53.8460916699,,,,
912259,E02002335,E02002349,17,0,0,0,0,0,0,16,0,0,0,1,5652.3919215054,0.0968636278,1.6466816726,1.6466816726,-1.4710718403,53.8916514302,-1.4977270094,53.8433559571,,,,
912260,E02002335,E02002350,8,0,0,0,0,0,0,8,0,0,0,0,12501.9484640649,0.0246159051,0.1969272406,0.1969272406,-1.4710718403,53.8916514302,-1.645681837,53.8471890098,,,,
912261,E02002335,E02002351,9,0,0,0,0,0,0,9,0,0,0,0,5562.8053605702,0.098614805,0.8875332451,0.8875332451,-1.4710718403,53.8916514302,-1.4409663716,53.8449366971,,,,
912262,E02002335,E02002352,30,0,0,0,1,0,0,27,0,0,2,0,6827.2653285074,0.0765794994,2.2973849817,2.2973849817,-1.4710718403,53.8916514302,-1.5316182735,53.8418058636,,,,
912263,E02002335,E02002353,11,0,0,0,0,0,0,11,0,0,0,0,6476.9068841891,0.0821380278,0.9035183056,0.9035183056,-1.4710718403,53.8916514302,-1.5182369926,53.84054915,,,,
912264,E02002335,E02002354,12,0,0,0,0,0,0,12,0,0,0,0,7727.7177348285,0.0639587873,0.7675054477,0.7675054477,-1.4710718403,53.8916514302,-1.5485327985,53.8394232219,,,,
912265,E02002335,E02002356,20,0,0,0,0,0,0,20,0,0,0,0,14295.1615165872,0.0171972618,0.3439452353,0.3439452353,-1.4710718403,53.8916514302,-1.6698365717,53.8396256342,,,,
912266,E02002335,E02002357,18,0,0,0,1,0,0,16,0,1,0,0,12099.866711092,0.0266771964,0.4801895349,-0.5198104651,-1.4710718403,53.8916514302,-1.6291347025,53.835990229,,,,
912267,E02002335,E02002358,24,0,0,0,1,0,0,21,0,0,2,0,6259.5845840366,0.0857868351,2.0588840428,2.0588840428,-1.4710718403,53.8916514302,-1.4598015075,53.8357920354,,,,
912268,E02002335,E02002359,10,0,0,0,2,0,0,6,1,0,1,0,9502.2039372885,0.0448508117,0.4485081173,0.4485081173,-1.4710718403,53.8916514302,-1.3697425356,53.8308039574,,,,
912269,E02002335,E02002360,4,0,0,0,0,0,0,4,0,0,0,0,8852.1750763189,0.0510776722,0.204310689,0.204310689,-1.4710718403,53.8916514302,-1.5647986011,53.834548605,,,,
912270,E02002335,E02002361,22,0,0,0,1,0,0,20,1,0,0,0,7512.1986599663,0.0667759338,1.4690705428,1.4690705428,-1.4710718403,53.8916514302,-1.5143714712,53.8291749544,,,,
912271,E02002335,E02002362,10,0,0,0,0,0,0,10,0,0,0,0,11552.9354967874,0.0297608977,0.2976089773,0.2976089773,-1.4710718403,53.8916514302,-1.6131811509,53.8306166402,,,,
912272,E02002335,E02002363,26,0,0,0,0,1,1,23,1,0,0,0,8151.1080103438,0.0587658482,1.5279120522,1.5279120522,-1.4710718403,53.8916514302,-1.5348689623,53.828844426,,,,
912273,E02002335,E02002364,20,0,0,0,1,0,0,17,1,0,1,0,7229.1928481578,0.070664541,1.4132908195,1.4132908195,-1.4710718403,53.8916514302,-1.4664255759,53.8267392129,,,,
912274,E02002335,E02002366,7,0,0,0,0,0,0,6,1,0,0,0,7348.2634007457,0.069001607,0.4830112492,0.4830112492,-1.4710718403,53.8916514302,-1.4940384943,53.827020389,,,,
912275,E02002335,E02002367,4,0,0,0,0,0,0,4,0,0,0,0,9333.5325927623,0.0463896306,0.1855585225,0.1855585225,-1.4710718403,53.8916514302,-1.5512470911,53.822437902,,,,
912276,E02002335,E02002368,3,0,0,0,0,0,0,3,0,0,0,0,15956.2514748705,0.0123361278,0.0370083835,0.0370083835,-1.4710718403,53.8916514302,-1.6852862057,53.8243425956,,,,
912277,E02002335,E02002369,3,0,0,0,0,0,0,3,0,0,0,0,7951.2380113475,0.0611625377,0.183487613,0.183487613,-1.4710718403,53.8916514302,-1.479266593,53.820355325,,,,
912278,E02002335,E02002370,1,0,0,0,0,0,0,1,0,0,0,0,7999.1426718486,0.0605793418,0.0605793418,0.0605793418,-1.4710718403,53.8916514302,-1.4421484083,53.8218248926,,,,
912279,E02002335,E02002371,12,0,0,0,1,0,0,10,0,0,1,0,8958.8762876291,0.0499992106,0.5999905271,0.5999905271,-1.4710718403,53.8916514302,-1.530848943,53.8193025853,,,,
912280,E02002335,E02002373,9,0,0,0,0,0,0,9,0,0,0,0,10905.8436006958,0.0338728482,0.3048556335,0.3048556335,-1.4710718403,53.8916514302,-1.5813803838,53.8184752721,,,,
912281,E02002335,E02002374,3,0,0,0,0,0,0,3,0,0,0,0,11735.9713247147,0.0286911356,0.0860734067,0.0860734067,-1.4710718403,53.8916514302,-1.5978264373,53.8174200785,,,,
912282,E02002335,E02002376,5,0,0,0,0,0,0,4,1,0,0,0,8694.2879744429,0.0527163092,0.2635815459,0.2635815459,-1.4710718403,53.8916514302,-1.5006442299,53.815492733,,,,
912283,E02002335,E02002377,7,0,0,0,0,0,0,7,0,0,0,0,9064.355912056,0.048955479,0.3426883527,0.3426883527,-1.4710718403,53.8916514302,-1.5194226834,53.8153651938,,,,
912284,E02002335,E02002379,14,0,0,0,0,0,0,13,1,0,0,0,8616.0499627571,0.0535476805,0.7496675276,0.7496675276,-1.4710718403,53.8916514302,-1.4640100536,53.814328863,,,,
912285,E02002335,E02002380,4,0,0,0,0,0,0,3,1,0,0,0,14055.5458757331,0.0180414755,0.0721659018,0.0721659018,-1.4710718403,53.8916514302,-1.6413464562,53.8153341658,,,,
912286,E02002335,E02002381,1,0,0,0,0,0,0,1,0,0,0,0,14640.2881913037,0.0160502566,0.0160502566,0.0160502566,-1.4710718403,53.8916514302,-1.6550978034,53.8176424986,,,,
912287,E02002335,E02002382,7,0,0,0,1,0,0,6,0,0,0,0,9370.5465340345,0.046047486,0.3223324018,0.3223324018,-1.4710718403,53.8916514302,-1.5121470392,53.8110109367,,,,
912288,E02002335,E02002383,2,0,0,0,0,0,0,2,0,0,0,0,11126.9267936591,0.0324077346,0.0648154692,0.0648154692,-1.4710718403,53.8916514302,-1.5711081108,53.8110117037,,,,
912289,E02002335,E02002384,41,0,0,0,2,1,0,33,4,1,0,0,10343.2899316523,0.0379065715,1.5541694327,0.5541694327,-1.4710718403,53.8916514302,-1.5450850219,53.8096337814,,,,
912290,E02002335,E02002385,5,0,0,0,0,0,0,5,0,0,0,0,11854.2271284084,0.0280205186,0.140102593,0.140102593,-1.4710718403,53.8916514302,-1.5824764839,53.8079116016,,,,
912291,E02002335,E02002386,18,0,0,0,0,0,0,17,1,0,0,0,9859.8691307085,0.0417545592,0.7515820662,0.7515820662,-1.4710718403,53.8916514302,-1.4237982697,53.8075625094,,,,
912292,E02002335,E02002387,7,0,0,0,0,0,0,7,0,0,0,0,14204.7917912791,0.01751091,0.1225763701,0.1225763701,-1.4710718403,53.8916514302,-1.6352400439,53.808721822,,,,
912293,E02002335,E02002388,1,0,0,0,0,0,0,1,0,0,0,0,12989.2883691036,0.0223298601,0.0223298601,0.0223298601,-1.4710718403,53.8916514302,-1.6102509195,53.8088425684,,,,
912294,E02002335,E02002390,15,0,0,0,1,1,0,13,0,0,0,0,9497.9304144845,0.0448891623,0.6733374347,0.6733374347,-1.4710718403,53.8916514302,-1.4693922426,53.8062954254,,,,
912295,E02002335,E02002391,11,0,0,0,0,0,0,10,1,0,0,0,16114.2081189846,0.0119525047,0.1314775512,0.1314775512,-1.4710718403,53.8916514302,-1.6682097793,53.8056954082,,,,
912296,E02002335,E02002392,81,0,0,0,6,0,1,66,3,4,1,0,11345.0939507037,0.0310240802,2.5129504985,-1.4870495015,-1.4710718403,53.8916514302,-1.5609149148,53.8046175701,,,,
912297,E02002335,E02002393,76,0,0,0,4,0,1,62,9,0,0,0,10296.8950120381,0.0382599429,2.9077556623,2.9077556623,-1.4710718403,53.8916514302,-1.523831007,53.804524144,,,,
912298,E02002335,E02002394,16,0,0,0,1,0,0,15,0,0,0,0,10173.7497531223,0.0392139489,0.6274231832,0.6274231832,-1.4710718403,53.8916514302,-1.5096383515,53.8031039327,,,,
912299,E02002335,E02002395,5,0,0,0,0,0,0,4,1,0,0,0,17550.341443158,0.0089684619,0.0448423093,0.0448423093,-1.4710718403,53.8916514302,-1.6932426898,53.8043391989,,,,
912300,E02002335,E02002396,8,0,0,0,0,0,0,8,0,0,0,0,13645.3795813627,0.0195838757,0.1566710055,0.1566710055,-1.4710718403,53.8916514302,-1.611086847,53.8011739849,,,,
912301,E02002335,E02002397,1,0,0,0,0,0,0,1,0,0,0,0,15441.8773922115,0.01367278,0.01367278,0.01367278,-1.4710718403,53.8916514302,-1.646020275,53.7991338977,,,,
912302,E02002335,E02002398,4,0,0,0,1,0,0,3,0,0,0,0,12118.5420497748,0.0265777411,0.1063109644,0.1063109644,-1.4710718403,53.8916514302,-1.460795059,53.7829085208,,,,
912303,E02002335,E02002399,15,0,0,0,0,0,0,12,0,1,2,0,11793.0365399899,0.0283655439,0.4254831589,-0.5745168411,-1.4710718403,53.8916514302,-1.5026560497,53.78732075,,,,
912304,E02002335,E02002400,41,0,0,0,3,0,0,32,3,0,3,0,12702.332731329,0.0236488841,0.9696042466,0.9696042466,-1.4710718403,53.8916514302,-1.5794874121,53.7971878792,,,,
912305,E02002335,E02002402,18,0,0,0,0,0,0,17,1,0,0,0,11275.4865092129,0.031459002,0.5662620352,0.5662620352,-1.4710718403,53.8916514302,-1.4368532119,53.7923560633,,,,
912306,E02002335,E02002403,16,0,0,0,0,0,1,15,0,0,0,0,12070.7878106317,0.0268327971,0.429324754,0.429324754,-1.4710718403,53.8916514302,-1.3874627589,53.795090583,,,,
912307,E02002335,E02002404,18,0,0,0,0,0,0,17,1,0,0,0,11478.0599864168,0.0302099239,0.5437786307,0.5437786307,-1.4710718403,53.8916514302,-1.5185093357,53.7923791487,,,,
912308,E02002335,E02002405,1,0,0,0,0,0,0,1,0,0,0,0,18043.808898522,0.0081256091,0.0081256091,0.0081256091,-1.4710718403,53.8916514302,-1.68442047,53.7897676905,,,,
912309,E02002335,E02002406,3,0,0,0,0,0,0,3,0,0,0,0,13410.7320996757,0.020524844,0.061574532,0.061574532,-1.4710718403,53.8916514302,-1.3695940677,53.7871307636,,,,
912310,E02002335,E02002407,4,0,0,0,0,0,0,3,0,0,1,0,14458.4528106495,0.0166447011,0.0665788043,0.0665788043,-1.4710718403,53.8916514302,-1.609748378,53.7908519873,,,,
912311,E02002335,E02002408,4,0,0,0,0,0,0,4,0,0,0,0,16582.8621989464,0.0108830881,0.0435323524,0.0435323524,-1.4710718403,53.8916514302,-1.6531563541,53.7886108817,,,,
912312,E02002335,E02002409,1,0,0,0,1,0,0,0,0,0,0,0,16044.8279100043,0.0121195141,0.0121195141,0.0121195141,-1.4710718403,53.8916514302,-1.6306694818,53.782634954,,,,
912313,E02002335,E02002410,10,0,0,0,1,0,0,5,2,1,1,0,13849.0630336317,0.0188021245,0.1880212448,-0.8119787552,-1.4710718403,53.8916514302,-1.5870002098,53.7877647368,,,,
912314,E02002335,E02002411,27,0,0,0,1,0,0,23,3,0,0,0,13287.7014924371,0.0210361456,0.5679759306,0.5679759306,-1.4710718403,53.8916514302,-1.5612145536,53.7847868814,,,,
912315,E02002335,E02002412,9,0,0,0,1,0,0,8,0,0,0,0,15625.2554677283,0.0131804066,0.1186236597,0.1186236597,-1.4710718403,53.8916514302,-1.6064431662,53.7762799407,,,,
912316,E02002335,E02002414,17,0,0,0,0,0,0,16,1,0,0,0,13164.7080023416,0.0215600243,0.3665204135,0.3665204135,-1.4710718403,53.8916514302,-1.5451628768,53.781746077,,,,
912317,E02002335,E02002415,2,0,0,0,0,0,0,2,0,0,0,0,14041.6877731925,0.0180915489,0.0361830979,0.0361830979,-1.4710718403,53.8916514302,-1.5495116861,53.7742881837,,,,
912318,E02002335,E02002416,22,0,0,0,0,0,0,22,0,0,0,0,14247.7192985276,0.0173612136,0.3819466993,0.3819466993,-1.4710718403,53.8916514302,-1.4119631696,53.7684705358,,,,
912319,E02002335,E02002417,3,0,0,0,0,0,0,3,0,0,0,0,16708.431459489,0.0106131753,0.0318395259,0.0318395259,-1.4710718403,53.8916514302,-1.3368001311,53.7642201515,,,,
