id,lon_origin,lat_origin,lon_dest,lat_dest,fastest_time_in_s,fastest_distance_in_m,quietest_time_in_s,quietest_distance_in_m
1919,-1.4977270094,53.8433559571,-1.582351837,53.7438491095,3705,14446,4810,16877
1920,-1.4977270094,53.8433559571,-1.5993137073,53.7414729237,4228,15593,5346,18093
1921,-1.4977270094,53.8433559571,-1.517214909,53.734746307,3798,15472,4306,15916
1922,-1.4977270094,53.8433559571,-1.6099686404,53.731849243,4831,17603,6080,20005
1923,-1.4977270094,53.8433559571,-1.548726411,53.7278916122,4262,16811,4962,17880
1924,-1.4977270094,53.8433559571,-1.5867043323,53.832819017,1705,7356,1809,7199
1925,-1.4977270094,53.8433559571,-1.5650215028,53.8179856472,1910,6716,1980,6804
1926,-1.4977270094,53.8433559571,-1.5455825172,53.7962246679,1591,7192,1839,7352
1927,-1.4977270094,53.8433559571,-1.5182092462,53.7749327017,2068,9731,2140,9926
1928,-1.645681837,53.8471890098,-1.347653388,53.9226868903,5843,25411,6315,28145
1929,-1.645681837,53.8471890098,-1.7052666419,53.9113271892,2618,10986,3360,12983
1930,-1.645681837,53.8471890098,-1.6876952052,53.9007791557,2126,8992,2865,10969
1931,-1.645681837,53.8471890098,-1.3576524285,53.8825638629,5173,22921,5145,22861
1932,-1.645681837,53.8471890098,-1.4710718403,53.8916514302,4258,18146,4363,17785
1933,-1.645681837,53.8471890098,-1.6243652108,53.8858954673,1834,6219,1826,6280
1934,-1.645681837,53.8471890098,-1.7433977723,53.8804538587,2684,10115,2998,10508
1935,-1.645681837,53.8471890098,-1.7105896018,53.87071637,1471,6245,1529,6340
1936,-1.645681837,53.8471890098,-1.6941821605,53.8680881823,1206,4882,1370,5483
1937,-1.645681837,53.8471890098,-1.6785346758,53.8686194272,1097,4059,1470,4998
1938,-1.645681837,53.8471890098,-1.5553319814,53.869697221,2350,8196,2350,8196
1939,-1.645681837,53.8471890098,-1.6224194963,53.8628501517,1097,3319,1097,3319
1940,-1.645681837,53.8471890098,-1.6775621599,53.8561494482,888,3270,886,3216
1941,-1.645681837,53.8471890098,-1.5253058419,53.8541243112,2679,9842,2711,10114
1942,-1.645681837,53.8471890098,-1.5896573219,53.8575607216,1443,4801,1443,4801
1943,-1.645681837,53.8471890098,-1.6186437517,53.8500711391,867,2098,867,2098
1944,-1.645681837,53.8471890098,-1.5519706135,53.8492478781,2175,7792,2593,7758
1945,-1.645681837,53.8471890098,-1.604851375,53.8460916699,1120,3453,1120,3453
1946,-1.645681837,53.8471890098,-1.4977270094,53.8433559571,2828,11028,3629,12070
1947,-1.645681837,53.8471890098,-1.645681837,53.8471890098,0,0,0,0
1948,-1.645681837,53.8471890098,-1.4409663716,53.8449366971,3806,15650,4349,17691
1949,-1.645681837,53.8471890098,-1.5316182735,53.8418058636,2425,8726,3167,9707
1950,-1.645681837,53.8471890098,-1.5182369926,53.84054915,2628,9932,3419,11384
1951,-1.645681837,53.8471890098,-1.5485327985,53.8394232219,2247,8139,2581,9128
1952,-1.645681837,53.8471890098,-1.6698365717,53.8396256342,516,2750,516,2750
1953,-1.645681837,53.8471890098,-1.6291347025,53.835990229,443,1752,443,1752
1954,-1.645681837,53.8471890098,-1.4598015075,53.8357920354,3529,14095,4072,16136
1955,-1.645681837,53.8471890098,-1.5647986011,53.834548605,1804,6738,1992,7217
1956,-1.645681837,53.8471890098,-1.5143714712,53.8291749544,2850,10994,3086,11032
1957,-1.645681837,53.8471890098,-1.6131811509,53.8306166402,836,3190,836,3190
1958,-1.645681837,53.8471890098,-1.5348689623,53.828844426,2527,9190,2676,9669
1959,-1.645681837,53.8471890098,-1.4664255759,53.8267392129,3637,14648,4249,17173
1960,-1.645681837,53.8471890098,-1.4940384943,53.827020389,3178,12826,3416,12691
1961,-1.645681837,53.8471890098,-1.5512470911,53.822437902,2180,8305,2465,9026
1962,-1.645681837,53.8471890098,-1.6852862057,53.8243425956,1392,5288,2649,7296
1963,-1.645681837,53.8471890098,-1.479266593,53.820355325,3436,14319,4303,15736
1964,-1.645681837,53.8471890098,-1.4421484083,53.8218248926,3893,16046,4528,18345
1965,-1.645681837,53.8471890098,-1.530848943,53.8193025853,2481,10041,2765,10608
1966,-1.645681837,53.8471890098,-1.5813803838,53.8184752721,1548,6614,1547,6527
1967,-1.645681837,53.8471890098,-1.5978264373,53.8174200785,1176,5137,1176,5137
1968,-1.645681837,53.8471890098,-1.6270046147,53.8205240553,1180,4994,1337,4354
1969,-1.645681837,53.8471890098,-1.5006442299,53.815492733,3033,12509,3777,15586
1970,-1.645681837,53.8471890098,-1.5194226834,53.8153651938,2600,11161,3489,14583
1971,-1.645681837,53.8471890098,-1.4640100536,53.814328863,3662,15303,4327,17886
1972,-1.645681837,53.8471890098,-1.6413464562,53.8153341658,1317,5237,1472,4586
1973,-1.645681837,53.8471890098,-1.6550978034,53.8176424986,1135,5338,1390,5022
1974,-1.645681837,53.8471890098,-1.5121470392,53.8110109367,2825,11438,3669,14568
1975,-1.645681837,53.8471890098,-1.5711081108,53.8110117037,1732,7431,1821,7916
1976,-1.645681837,53.8471890098,-1.5450850219,53.8096337814,2181,9038,2266,9443
1977,-1.645681837,53.8471890098,-1.5824764839,53.8079116016,1581,7993,1967,8335
1978,-1.645681837,53.8471890098,-1.4237982697,53.8075625094,4381,18258,5428,21575
1979,-1.645681837,53.8471890098,-1.6352400439,53.808721822,1656,6111,1852,5521
1980,-1.645681837,53.8471890098,-1.6102509195,53.8088425684,1524,7178,1679,6527
1981,-1.645681837,53.8471890098,-1.4693922426,53.8062954254,3686,15436,4966,19381
1982,-1.645681837,53.8471890098,-1.6682097793,53.8056954082,1658,6876,1910,6131
1983,-1.645681837,53.8471890098,-1.5609149148,53.8046175701,2173,8866,2304,9410
1984,-1.645681837,53.8471890098,-1.523831007,53.804524144,2530,10967,3254,13412
1985,-1.645681837,53.8471890098,-1.5096383515,53.8031039327,2964,12437,3528,14705
1986,-1.645681837,53.8471890098,-1.6932426898,53.8043391989,1969,6985,2648,8236
1987,-1.645681837,53.8471890098,-1.611086847,53.8011739849,1992,8104,2147,7453
1988,-1.645681837,53.8471890098,-1.646020275,53.7991338977,1939,7802,2268,7274
1989,-1.645681837,53.8471890098,-1.460795059,53.7829085208,4039,18303,4302,18642
1990,-1.645681837,53.8471890098,-1.5026560497,53.78732075,3103,15103,3264,14741
1991,-1.645681837,53.8471890098,-1.5794874121,53.7971878792,2203,9779,2446,8958
1992,-1.645681837,53.8471890098,-1.4836544556,53.7825528843,3363,16626,3524,16264
1993,-1.645681837,53.8471890098,-1.4368532119,53.7923560633,4575,18962,4819,20511
1994,-1.645681837,53.8471890098,-1.3874627589,53.795090583,5413,23738,6219,24342
1995,-1.645681837,53.8471890098,-1.5185093357,53.7923791487,2890,11786,3269,13693
1996,-1.645681837,53.8471890098,-1.68442047,53.7897676905,3186,9353,3502,8772
1997,-1.645681837,53.8471890098,-1.3695940677,53.7871307636,5674,23445,6685,26181
1998,-1.645681837,53.8471890098,-1.609748378,53.7908519873,2229,8703,2604,9894
1999,-1.645681837,53.8471890098,-1.6531563541,53.7886108817,2310,9141,2626,8690
2000,-1.645681837,53.8471890098,-1.6306694818,53.782634954,2802,10484,3179,10151
2001,-1.645681837,53.8471890098,-1.5870002098,53.7877647368,2299,10085,2500,9651
2002,-1.645681837,53.8471890098,-1.5612145536,53.7847868814,2475,11977,2630,11326
2003,-1.645681837,53.8471890098,-1.6064431662,53.7762799407,3165,11086,3527,12186
2004,-1.645681837,53.8471890098,-1.5451628768,53.781746077,2626,12936,2807,12441
2005,-1.645681837,53.8471890098,-1.5495116861,53.7742881837,2947,13451,3108,12834
2006,-1.645681837,53.8471890098,-1.4119631696,53.7684705358,4948,23049,6021,23980
2007,-1.645681837,53.8471890098,-1.5759700333,53.7720065627,3059,13741,3330,13598
2008,-1.645681837,53.8471890098,-1.5544406537,53.7662624593,3178,14313,3395,13907
2009,-1.645681837,53.8471890098,-1.5311318696,53.766273027,3394,15335,3703,15499
2010,-1.645681837,53.8471890098,-1.5870012411,53.7585630809,3671,15399,4189,15768
2011,-1.645681837,53.8471890098,-1.5221683155,53.7596112618,3645,16224,3993,16485
2012,-1.645681837,53.8471890098,-1.6160378671,53.7575906876,3875,14992,4557,13955
2013,-1.645681837,53.8471890098,-1.6522103299,53.7560427315,4247,15284,5412,14979
2014,-1.645681837,53.8471890098,-1.4497412823,53.7516900235,4232,19960,4855,21538
2015,-1.645681837,53.8471890098,-1.4787898939,53.7512783244,4035,18771,4980,21228
2016,-1.645681837,53.8471890098,-1.5367152244,53.7528293516,3864,17284,4138,16897
2017,-1.645681837,53.8471890098,-1.4668471226,53.7445513485,4412,19930,5384,22477
2018,-1.645681837,53.8471890098,-1.582351837,53.7438491095,4217,17821,5190,18008
2019,-1.645681837,53.8471890098,-1.5993137073,53.7414729237,4526,17150,5726,19224
2020,-1.645681837,53.8471890098,-1.6099686404,53.731849243,4862,17706,6460,21136
2021,-1.645681837,53.8471890098,-1.548726411,53.7278916122,4946,20308,5832,21419
2022,-1.645681837,53.8471890098,-1.5867043323,53.832819017,1391,5593,1474,5960
2023,-1.645681837,53.8471890098,-1.5650215028,53.8179856472,1938,7407,2001,7907
2024,-1.645681837,53.8471890098,-1.5455825172,53.7962246679,2264,10794,2578,11244
2025,-1.645681837,53.8471890098,-1.5182092462,53.7749327017,2942,14459,3129,14407
2026,-1.4409663716,53.8449366971,-1.347653388,53.9226868903,2734,13325,2734,13325
2027,-1.4409663716,53.8449366971,-1.7052666419,53.9113271892,5001,22352,6085,24641
2028,-1.4409663716,53.8449366971,-1.6876952052,53.9007791557,4621,20684,5590,22627
2029,-1.4409663716,53.8449366971,-1.3576524285,53.8825638629,1564,8041,1564,8041
2030,-1.4409663716,53.8449366971,-1.4710718403,53.8916514302,2018,9161,2232,8750
2031,-1.4409663716,53.8449366971,-1.6243652108,53.8858954673,3760,15698,4545,17914
2032,-1.4409663716,53.8449366971,-1.7433977723,53.8804538587,6256,24651,7029,26911
2033,-1.4409663716,53.8449366971,-1.7105896018,53.87071637,5449,23033,6294,25556
2034,-1.4409663716,53.8449366971,-1.6941821605,53.8680881823,5234,21874,5828,22894
2035,-1.4409663716,53.8449366971,-1.6785346758,53.8686194272,5120,21168,5731,21640
2036,-1.4409663716,53.8449366971,-1.5553319814,53.869697221,2387,10144,2718,11074
2037,-1.4409663716,53.8449366971,-1.6224194963,53.8628501517,3660,15507,3991,16437
2038,-1.4409663716,53.8449366971,-1.6775621599,53.8561494482,4918,18725,5769,21117
2039,-1.4409663716,53.8449366971,-1.5253058419,53.8541243112,1711,7119,2217,9027
2040,-1.4409663716,53.8449366971,-1.5896573219,53.8575607216,2849,12435,3180,13365
2041,-1.4409663716,53.8449366971,-1.5519706135,53.8492478781,2068,8791,2770,11068
2042,-1.4409663716,53.8449366971,-1.604851375,53.8460916699,3318,13123,3819,15637
2043,-1.4409663716,53.8449366971,-1.4977270094,53.8433559571,1273,5717,1910,7401
2044,-1.4409663716,53.8449366971,-1.645681837,53.8471890098,4301,15979,4883,17901
2045,-1.4409663716,53.8449366971,-1.4409663716,53.8449366971,0,0,0,0
2046,-1.4409663716,53.8449366971,-1.5316182735,53.8418058636,1809,7807,2396,9686
2047,-1.4409663716,53.8449366971,-1.5182369926,53.84054915,1567,6945,2212,8635
2048,-1.4409663716,53.8449366971,-1.5485327985,53.8394232219,2039,8945,2660,10991
2049,-1.4409663716,53.8449366971,-1.6698365717,53.8396256342,4192,17409,5399,20651
2050,-1.4409663716,53.8449366971,-1.6291347025,53.835990229,3418,14155,4486,18007
2051,-1.4409663716,53.8449366971,-1.4598015075,53.8357920354,599,2731,599,2731
2052,-1.4409663716,53.8449366971,-1.3697425356,53.8308039574,1439,6534,1439,6534
2053,-1.4409663716,53.8449366971,-1.5647986011,53.834548605,2273,10136,2926,12424
2054,-1.4409663716,53.8449366971,-1.5143714712,53.8291749544,1740,7546,1741,7556
2055,-1.4409663716,53.8449366971,-1.6131811509,53.8306166402,3199,13889,4147,17894
2056,-1.4409663716,53.8449366971,-1.5348689623,53.828844426,2177,8990,2177,9051
2057,-1.4409663716,53.8449366971,-1.4664255759,53.8267392129,931,4466,947,4604
2058,-1.4409663716,53.8449366971,-1.4940384943,53.827020389,1282,6059,1282,6059
2059,-1.4409663716,53.8449366971,-1.5512470911,53.822437902,2426,10808,2639,10980
2060,-1.4409663716,53.8449366971,-1.6852862057,53.8243425956,4798,18770,6671,25656
2061,-1.4409663716,53.8449366971,-1.479266593,53.820355325,967,4796,1119,5536
2062,-1.4409663716,53.8449366971,-1.4421484083,53.8218248926,766,3775,1055,4940
2063,-1.4409663716,53.8449366971,-1.530848943,53.8193025853,1951,8442,2012,9053
2064,-1.4409663716,53.8449366971,-1.5813803838,53.8184752721,2901,12613,3288,13368
2065,-1.4409663716,53.8449366971,-1.5978264373,53.8174200785,3069,13575,3638,14965
2066,-1.4409663716,53.8449366971,-1.6270046147,53.8205240553,3893,15470,4659,19006
2067,-1.4409663716,53.8449366971,-1.5006442299,53.815492733,1416,6579,1577,7160
2068,-1.4409663716,53.8449366971,-1.5194226834,53.8153651938,1623,7475,1747,8426
2069,-1.4409663716,53.8449366971,-1.4640100536,53.814328863,985,4694,1237,5879
2070,-1.4409663716,53.8449366971,-1.6413464562,53.8153341658,4309,17105,5077,20894
2071,-1.4409663716,53.8449366971,-1.6550978034,53.8176424986,4355,17665,5116,21464
2072,-1.4409663716,53.8449366971,-1.5121470392,53.8110109367,1730,7665,1919,8733
2073,-1.4409663716,53.8449366971,-1.5711081108,53.8110117037,2807,12105,3258,13859
2074,-1.4409663716,53.8449366971,-1.5450850219,53.8096337814,2303,10025,2661,11667
2075,-1.4409663716,53.8449366971,-1.5824764839,53.8079116016,3030,13072,3648,14725
2076,-1.4409663716,53.8449366971,-1.4237982697,53.8075625094,1181,5785,1333,5643
2077,-1.4409663716,53.8449366971,-1.6352400439,53.808721822,4386,16395,4887,19224
2078,-1.4409663716,53.8449366971,-1.6102509195,53.8088425684,3709,15040,4119,17439
2079,-1.4409663716,53.8449366971,-1.4912905295,53.8084967192,1279,6436,1498,7489
2080,-1.4409663716,53.8449366971,-1.4693922426,53.8062954254,1209,5641,1464,7022
2081,-1.4409663716,53.8449366971,-1.6682097793,53.8056954082,4851,19211,5669,23178
2082,-1.4409663716,53.8449366971,-1.5609149148,53.8046175701,2670,11066,3009,12647
2083,-1.4409663716,53.8449366971,-1.523831007,53.804524144,1856,8778,2046,9672
2084,-1.4409663716,53.8449366971,-1.5096383515,53.8031039327,1854,8419,2050,9370
2085,-1.4409663716,53.8449366971,-1.6932426898,53.8043391989,5375,20467,6670,26596
2086,-1.4409663716,53.8449366971,-1.611086847,53.8011739849,3903,15301,4274,16942
2087,-1.4409663716,53.8449366971,-1.646020275,53.7991338977,4819,18248,5496,20844
2088,-1.4409663716,53.8449366971,-1.460795059,53.7829085208,1672,7774,2264,9651
2089,-1.4409663716,53.8449366971,-1.5026560497,53.78732075,1887,9199,2652,10670
2090,-1.4409663716,53.8449366971,-1.5794874121,53.7971878792,3156,12985,3402,14441
2091,-1.4409663716,53.8449366971,-1.4836544556,53.7825528843,1729,8872,2283,9879
2092,-1.4409663716,53.8449366971,-1.4368532119,53.7923560633,1513,7001,1849,7513
2093,-1.4409663716,53.8449366971,-1.3874627589,53.795090583,1903,9372,1976,9217
2094,-1.4409663716,53.8449366971,-1.5185093357,53.7923791487,2020,9523,2402,10644
2095,-1.4409663716,53.8449366971,-1.68442047,53.7897676905,6379,21822,7217,25623
2096,-1.4409663716,53.8449366971,-1.3695940677,53.7871307636,2369,11211,2442,11056
2097,-1.4409663716,53.8449366971,-1.609748378,53.7908519873,3811,15253,4018,16902
2098,-1.4409663716,53.8449366971,-1.6531563541,53.7886108817,5076,19087,5854,22260
2099,-1.4409663716,53.8449366971,-1.6306694818,53.782634954,4671,17447,5020,19249
2100,-1.4409663716,53.8449366971,-1.5870002098,53.7877647368,3377,13667,3682,15097
2101,-1.4409663716,53.8449366971,-1.5612145536,53.7847868814,2854,12561,3194,13670
2102,-1.4409663716,53.8449366971,-1.6064431662,53.7762799407,4269,16631,4764,17758
2103,-1.4409663716,53.8449366971,-1.5451628768,53.781746077,2632,11924,3123,14156
2104,-1.4409663716,53.8449366971,-1.5495116861,53.7742881837,3066,13180,3413,14934
2105,-1.4409663716,53.8449366971,-1.4119631696,53.7684705358,2384,11103,3083,12104
2106,-1.4409663716,53.8449366971,-1.3368001311,53.7642201515,3679,16215,4488,17505
2107,-1.4409663716,53.8449366971,-1.3777795008,53.7683968144,2900,13701,3314,13560
2108,-1.4409663716,53.8449366971,-1.5759700333,53.7720065627,3386,14473,3779,15539
2109,-1.4409663716,53.8449366971,-1.5544406537,53.7662624593,3204,13949,3866,16510
2110,-1.4409663716,53.8449366971,-1.5870012411,53.7585630809,4215,16764,4638,17709
2111,-1.4409663716,53.8449366971,-1.6160378671,53.7575906876,4523,17675,5894,21076
2112,-1.4409663716,53.8449366971,-1.6522103299,53.7560427315,5456,20726,6812,23769
2113,-1.4409663716,53.8449366971,-1.4497412823,53.7516900235,2519,12331,3003,13140
2114,-1.4409663716,53.8449366971,-1.4787898939,53.7512783244,3183,14725,3588,15230
2115,-1.4409663716,53.8449366971,-1.5367152244,53.7528293516,3723,15211,4126,17333
2116,-1.4409663716,53.8449366971,-1.4668471226,53.7445513485,3335,14922,4058,16243
2117,-1.4409663716,53.8449366971,-1.5552160268,53.7479997938,4207,16437,4604,18228
2118,-1.4409663716,53.8449366971,-1.582351837,53.7438491095,4412,17911,5668,20852
2119,-1.4409663716,53.8449366971,-1.3907128949,53.7377548683,3316,16325,4588,17447
2120,-1.4409663716,53.8449366971,-1.5993137073,53.7414729237,4935,19058,6204,22068
2121,-1.4409663716,53.8449366971,-1.517214909,53.734746307,4234,18319,5164,19891
2122,-1.4409663716,53.8449366971,-1.6099686404,53.731849243,5645,20991,6938,23980
2123,-1.4409663716,53.8449366971,-1.5867043323,53.832819017,2750,12013,3650,15549
2124,-1.4409663716,53.8449366971,-1.5650215028,53.8179856472,2889,11713,3068,12943
2125,-1.4409663716,53.8449366971,-1.5455825172,53.7962246679,2453,10616,2809,11703
2126,-1.4409663716,53.8449366971,-1.5182092462,53.7749327017,2631,12062,2998,13901
2127,-1.5316182735,53.8418058636,-1.400577159,53.9291452967,3035,14676,3601,16831
2128,-1.5316182735,53.8418058636,-1.347653388,53.9226868903,3645,17568,4286,21065
2129,-1.5316182735,53.8418058636,-1.7052666419,53.9113271892,3597,15492,4076,15955
2130,-1.5316182735,53.8418058636,-1.6876952052,53.9007791557,3217,13824,3581,13941
2131,-1.5316182735,53.8418058636,-1.3576524285,53.8825638629,2975,15078,3116,15781
2132,-1.5316182735,53.8418058636,-1.4710718403,53.8916514302,2042,10160,2334,10705
2133,-1.5316182735,53.8418058636,-1.6243652108,53.8858954673,2356,8838,2536,9228
2134,-1.5316182735,53.8418058636,-1.7433977723,53.8804538587,4852,17791,5020,18225
2135,-1.5316182735,53.8418058636,-1.7105896018,53.87071637,3823,14838,4285,16870
2136,-1.5316182735,53.8418058636,-1.6941821605,53.8680881823,3630,13378,4404,14797
2137,-1.5316182735,53.8418058636,-1.6785346758,53.8686194272,3521,12555,4307,13543
2138,-1.5316182735,53.8418058636,-1.5553319814,53.869697221,1092,4232,1224,5295
2139,-1.5316182735,53.8418058636,-1.6224194963,53.8628501517,2125,8160,2567,8340
2140,-1.5316182735,53.8418058636,-1.6775621599,53.8561494482,3312,11766,4345,13020
2141,-1.5316182735,53.8418058636,-1.5253058419,53.8541243112,481,1999,481,1999
2142,-1.5316182735,53.8418058636,-1.5896573219,53.8575607216,1419,5459,1756,5268
2143,-1.5316182735,53.8418058636,-1.5519706135,53.8492478781,559,2038,624,2108
2144,-1.5316182735,53.8418058636,-1.604851375,53.8460916699,1712,6164,2395,7540
2145,-1.5316182735,53.8418058636,-1.4977270094,53.8433559571,459,2562,459,2562
2146,-1.5316182735,53.8418058636,-1.645681837,53.8471890098,2695,9020,3459,9804
2147,-1.5316182735,53.8418058636,-1.4409663716,53.8449366971,1560,7738,2187,9686
2148,-1.5316182735,53.8418058636,-1.5316182735,53.8418058636,0,0,0,0
2149,-1.5316182735,53.8418058636,-1.5182369926,53.84054915,210,1111,210,1111
2150,-1.5316182735,53.8418058636,-1.5485327985,53.8394232219,291,1393,320,1565
2151,-1.5316182735,53.8418058636,-1.6698365717,53.8396256342,2586,10450,3855,14224
2152,-1.5316182735,53.8418058636,-1.6291347025,53.835990229,1812,7196,2477,8748
2153,-1.5316182735,53.8418058636,-1.4598015075,53.8357920354,1283,6183,2066,7276
2154,-1.5316182735,53.8418058636,-1.3697425356,53.8308039574,2703,12988,3465,14380
2155,-1.5316182735,53.8418058636,-1.5647986011,53.834548605,584,2981,586,2998
2156,-1.5316182735,53.8418058636,-1.5143714712,53.8291749544,461,2357,445,2366
2157,-1.5316182735,53.8418058636,-1.6131811509,53.8306166402,1593,6930,1944,7695
2158,-1.5316182735,53.8418058636,-1.5348689623,53.828844426,370,1890,370,1890
2159,-1.5316182735,53.8418058636,-1.4664255759,53.8267392129,1391,6736,1540,6298
2160,-1.5316182735,53.8418058636,-1.4940384943,53.827020389,789,4189,785,4215
2161,-1.5316182735,53.8418058636,-1.5512470911,53.822437902,616,2991,669,3038
2162,-1.5316182735,53.8418058636,-1.6852862057,53.8243425956,3192,11811,4447,15319
2163,-1.5316182735,53.8418058636,-1.479266593,53.820355325,1047,5682,1143,5818
2164,-1.5316182735,53.8418058636,-1.4421484083,53.8218248926,1647,8134,2350,9007
2165,-1.5316182735,53.8418058636,-1.530848943,53.8193025853,612,3261,612,3261
2166,-1.5316182735,53.8418058636,-1.5813803838,53.8184752721,1091,4796,1126,4804
2167,-1.5316182735,53.8418058636,-1.5978264373,53.8174200785,1358,6393,1476,6401
2168,-1.5316182735,53.8418058636,-1.5006442299,53.815492733,941,5105,996,5331
2169,-1.5316182735,53.8418058636,-1.5194226834,53.8153651938,699,4159,690,4146
2170,-1.5316182735,53.8418058636,-1.4640100536,53.814328863,1486,7281,1552,7348
2171,-1.5316182735,53.8418058636,-1.6413464562,53.8153341658,2513,9304,2853,10557
2172,-1.5316182735,53.8418058636,-1.6550978034,53.8176424986,2749,10706,2892,11127
2173,-1.5316182735,53.8418058636,-1.5121470392,53.8110109367,1003,4590,992,4784
2174,-1.5316182735,53.8418058636,-1.5711081108,53.8110117037,1231,5422,1248,5474
2175,-1.5316182735,53.8418058636,-1.5450850219,53.8096337814,1045,4763,1253,6015
2176,-1.5316182735,53.8418058636,-1.5824764839,53.8079116016,1320,6126,1337,6137
2177,-1.5316182735,53.8418058636,-1.4237982697,53.8075625094,2109,9895,2293,10755
2178,-1.5316182735,53.8418058636,-1.6352400439,53.808721822,2631,9018,2673,8957
2179,-1.5316182735,53.8418058636,-1.6102509195,53.8088425684,1954,7663,2004,7578
2180,-1.5316182735,53.8418058636,-1.4912905295,53.8084967192,1076,5884,1086,6127
2181,-1.5316182735,53.8418058636,-1.4693922426,53.8062954254,1510,7414,1710,8298
2182,-1.5316182735,53.8418058636,-1.6682097793,53.8056954082,3055,11410,3445,12841
2183,-1.5316182735,53.8418058636,-1.5609149148,53.8046175701,1575,6525,1723,6852
2184,-1.5316182735,53.8418058636,-1.523831007,53.804524144,1056,5542,1139,5565
2185,-1.5316182735,53.8418058636,-1.5096383515,53.8031039327,1284,5922,1277,6133
2186,-1.5316182735,53.8418058636,-1.6932426898,53.8043391989,3769,13508,4446,16259
2187,-1.5316182735,53.8418058636,-1.611086847,53.8011739849,2422,8589,2472,8504
2188,-1.5316182735,53.8418058636,-1.646020275,53.7991338977,3128,10641,3242,10598
2189,-1.5316182735,53.8418058636,-1.460795059,53.7829085208,2293,10065,2525,11291
2190,-1.5316182735,53.8418058636,-1.5026560497,53.78732075,1645,7924,1831,8619
2191,-1.5316182735,53.8418058636,-1.5794874121,53.7971878792,2061,8444,2272,8748
2192,-1.5316182735,53.8418058636,-1.4836544556,53.7825528843,1833,9041,2277,11107
2193,-1.5316182735,53.8418058636,-1.4368532119,53.7923560633,2271,10268,2543,11572
2194,-1.5316182735,53.8418058636,-1.3874627589,53.795090583,3167,15826,3807,14808
2195,-1.5316182735,53.8418058636,-1.5185093357,53.7923791487,1512,7654,1592,7385
2196,-1.5316182735,53.8418058636,-1.68442047,53.7897676905,4583,14021,4993,15286
2197,-1.5316182735,53.8418058636,-1.609748378,53.7908519873,2334,9515,2360,9621
2198,-1.5316182735,53.8418058636,-1.6531563541,53.7886108817,3499,11980,3600,12014
2199,-1.5316182735,53.8418058636,-1.6306694818,53.782634954,3194,11709,3474,12214
2200,-1.5316182735,53.8418058636,-1.5870002098,53.7877647368,2282,9126,2448,9495
2201,-1.5316182735,53.8418058636,-1.5612145536,53.7847868814,1862,8180,2023,8210
2202,-1.5316182735,53.8418058636,-1.6064431662,53.7762799407,3301,12171,3313,11742
2203,-1.5316182735,53.8418058636,-1.5451628768,53.781746077,1765,8012,1987,8330
2204,-1.5316182735,53.8418058636,-1.5495116861,53.7742881837,2088,8882,2355,9171
2205,-1.5316182735,53.8418058636,-1.4119631696,53.7684705358,3142,14370,3777,16163
2206,-1.5316182735,53.8418058636,-1.3777795008,53.7683968144,3670,16135,5145,19151
2207,-1.5316182735,53.8418058636,-1.5759700333,53.7720065627,2508,10565,2608,10079
2208,-1.5316182735,53.8418058636,-1.5544406537,53.7662624593,2301,9716,2771,10359
2209,-1.5316182735,53.8418058636,-1.5311318696,53.766273027,2447,9816,2860,11553
2210,-1.5316182735,53.8418058636,-1.5870012411,53.7585630809,3120,12223,3467,12249
2211,-1.5316182735,53.8418058636,-1.5221683155,53.7596112618,2675,10838,3150,12539
2212,-1.5316182735,53.8418058636,-1.6160378671,53.7575906876,3555,13215,4723,15616
2213,-1.5316182735,53.8418058636,-1.6522103299,53.7560427315,4488,16266,5284,17125
2214,-1.5316182735,53.8418058636,-1.4497412823,53.7516900235,3277,15598,3819,16486
2215,-1.5316182735,53.8418058636,-1.4787898939,53.7512783244,3065,13385,4137,17282
2216,-1.5316182735,53.8418058636,-1.5367152244,53.7528293516,3018,11957,3295,12951
2217,-1.5316182735,53.8418058636,-1.4668471226,53.7445513485,3442,14544,4541,18531
2218,-1.5316182735,53.8418058636,-1.5552160268,53.7479997938,3315,12191,3773,13846
2219,-1.5316182735,53.8418058636,-1.582351837,53.7438491095,3509,13678,4468,14489
2220,-1.5316182735,53.8418058636,-1.3907128949,53.7377548683,4074,19592,4725,20035
2221,-1.5316182735,53.8418058636,-1.5993137073,53.7414729237,4042,14828,5004,15705
2222,-1.5316182735,53.8418058636,-1.6099686404,53.731849243,4598,16486,5738,17617
2223,-1.5316182735,53.8418058636,-1.5867043323,53.832819017,1144,5054,1281,4822
2224,-1.5316182735,53.8418058636,-1.5650215028,53.8179856472,1293,4154,1328,4138
2225,-1.5316182735,53.8418058636,-1.5455825172,53.7962246679,1358,6075,1609,6070
2226,-1.5316182735,53.8418058636,-1.5182092462,53.7749327017,1972,9073,2093,9355
2227,-1.5182369926,53.84054915,-1.400577159,53.9291452967,3172,14566,3597,16018
2228,-1.5182369926,53.84054915,-1.347653388,53.9226868903,3782,17458,4282,20252
2229,-1.5182369926,53.84054915,-1.7052666419,53.9113271892,3872,16541,4351,17004
2230,-1.5182369926,53.84054915,-1.6876952052,53.9007791557,3492,14873,3856,14990
2231,-1.5182369926,53.84054915,-1.3576524285,53.8825638629,3014,14986,3112,14968
2232,-1.5182369926,53.84054915,-1.4710718403,53.8916514302,2179,10050,2330,9892
2233,-1.5182369926,53.84054915,-1.6243652108,53.8858954673,2631,9887,2811,10277
