id,lon_origin,lat_origin,lon_dest,lat_dest,fastest_time_in_s,fastest_distance_in_m,quietest_time_in_s,quietest_distance_in_m
5489,-1.4912905295,53.8084967192,-1.5026560497,53.78732075,716,3154,716,3154
5490,-1.4912905295,53.8084967192,-1.5794874121,53.7971878792,1945,7271,2034,7493
5491,-1.4912905295,53.8084967192,-1.4836544556,53.7825528843,904,4271,904,4271
5492,-1.4912905295,53.8084967192,-1.4368532119,53.7923560633,1424,5314,1842,5810
5493,-1.4912905295,53.8084967192,-1.3874627589,53.795090583,2255,9074,2788,9118
5494,-1.4912905295,53.8084967192,-1.5185093357,53.7923791487,784,3281,940,3275
5495,-1.4912905295,53.8084967192,-1.68442047,53.7897676905,5113,15412,5849,18675
5496,-1.4912905295,53.8084967192,-1.3695940677,53.7871307636,2523,9797,3254,10957
5497,-1.4912905295,53.8084967192,-1.609748378,53.7908519873,2600,9539,2650,9954
5498,-1.4912905295,53.8084967192,-1.6531563541,53.7886108817,3865,13373,4486,15312
5499,-1.4912905295,53.8084967192,-1.6306694818,53.782634954,3426,12351,3652,12301
5500,-1.4912905295,53.8084967192,-1.5870002098,53.7877647368,2166,7953,2314,8149
5501,-1.4912905295,53.8084967192,-1.5612145536,53.7847868814,1679,6652,1826,6722
5502,-1.4912905295,53.8084967192,-1.6064431662,53.7762799407,3094,10722,3396,10810
5503,-1.4912905295,53.8084967192,-1.5451628768,53.781746077,1457,6015,1558,6501
5504,-1.4912905295,53.8084967192,-1.5495116861,53.7742881837,1811,7242,1848,7279
5505,-1.4912905295,53.8084967192,-1.4119631696,53.7684705358,2295,9416,3103,10482
5506,-1.4912905295,53.8084967192,-1.3368001311,53.7642201515,3659,13975,5300,17406
5507,-1.4912905295,53.8084967192,-1.5759700333,53.7720065627,2211,8564,2303,9184
5508,-1.4912905295,53.8084967192,-1.5544406537,53.7662624593,1949,8011,2301,8855
5509,-1.4912905295,53.8084967192,-1.5311318696,53.766273027,1883,7239,2126,8280
5510,-1.4912905295,53.8084967192,-1.5870012411,53.7585630809,3004,11050,3162,11354
5511,-1.4912905295,53.8084967192,-1.6160378671,53.7575906876,3348,11766,4418,14721
5512,-1.4912905295,53.8084967192,-1.6522103299,53.7560427315,4281,14817,5218,17585
5513,-1.4912905295,53.8084967192,-1.4497412823,53.7516900235,2453,10526,2649,11928
5514,-1.4912905295,53.8084967192,-1.4787898939,53.7512783244,2310,10015,4257,14079
5515,-1.4912905295,53.8084967192,-1.5367152244,53.7528293516,2468,9273,2561,9678
5516,-1.4912905295,53.8084967192,-1.4668471226,53.7445513485,2687,11174,4727,15092
5517,-1.4912905295,53.8084967192,-1.5552160268,53.7479997938,2952,10499,3039,10573
5518,-1.4912905295,53.8084967192,-1.582351837,53.7438491095,3157,11973,4103,13197
5519,-1.4912905295,53.8084967192,-1.5993137073,53.7414729237,3680,13120,4639,14413
5520,-1.4912905295,53.8084967192,-1.517214909,53.734746307,3068,12160,3599,12236
5521,-1.4912905295,53.8084967192,-1.6099686404,53.731849243,4390,15053,5373,16325
5522,-1.4912905295,53.8084967192,-1.548726411,53.7278916122,3693,14321,4255,14200
5523,-1.4912905295,53.8084967192,-1.5867043323,53.832819017,2308,8564,2729,9458
5524,-1.4912905295,53.8084967192,-1.5650215028,53.8179856472,1778,6229,1944,6642
5525,-1.4912905295,53.8084967192,-1.5455825172,53.7962246679,1220,4863,1441,4755
5526,-1.4912905295,53.8084967192,-1.5182092462,53.7749327017,1376,6124,1465,6178
5527,-1.4693922426,53.8062954254,-1.400577159,53.9291452967,3733,16578,4389,18967
5528,-1.4693922426,53.8062954254,-1.347653388,53.9226868903,4219,19686,4823,20917
5529,-1.4693922426,53.8062954254,-1.7052666419,53.9113271892,5577,22165,6763,25829
5530,-1.4693922426,53.8062954254,-1.6876952052,53.9007791557,5197,20497,6268,23815
5531,-1.4693922426,53.8062954254,-1.3576524285,53.8825638629,3096,13916,3653,15633
5532,-1.4693922426,53.8062954254,-1.4710718403,53.8916514302,3120,13044,3466,13090
5533,-1.4693922426,53.8062954254,-1.6243652108,53.8858954673,4336,15511,5223,19102
5534,-1.4693922426,53.8062954254,-1.7105896018,53.87071637,5507,20969,6737,24849
5535,-1.4693922426,53.8062954254,-1.6941821605,53.8680881823,5344,20105,6578,23992
5536,-1.4693922426,53.8062954254,-1.6785346758,53.8686194272,5342,18923,6678,23507
5537,-1.4693922426,53.8062954254,-1.5553319814,53.869697221,3133,12262,3396,12262
5538,-1.4693922426,53.8062954254,-1.6224194963,53.8628501517,4105,14833,4920,16647
5539,-1.4693922426,53.8062954254,-1.6775621599,53.8561494482,5080,18192,6094,21725
5540,-1.4693922426,53.8062954254,-1.5896573219,53.8575607216,3399,12132,4109,13575
5541,-1.4693922426,53.8062954254,-1.6186437517,53.8500711391,3911,13881,4911,16049
5542,-1.4693922426,53.8062954254,-1.5519706135,53.8492478781,2539,8711,2927,10110
5543,-1.4693922426,53.8062954254,-1.604851375,53.8460916699,3576,12621,4748,15847
5544,-1.4693922426,53.8062954254,-1.4977270094,53.8433559571,1773,6382,1873,5977
5545,-1.4693922426,53.8062954254,-1.645681837,53.8471890098,4516,15388,5526,19132
5546,-1.4693922426,53.8062954254,-1.4409663716,53.8449366971,1534,5875,1902,7200
5547,-1.4693922426,53.8062954254,-1.5316182735,53.8418058636,2053,7471,2359,8262
5548,-1.4693922426,53.8062954254,-1.5182369926,53.84054915,1763,6360,2175,7211
5549,-1.4693922426,53.8062954254,-1.5485327985,53.8394232219,2178,7742,2623,9567
5550,-1.4693922426,53.8062954254,-1.6698365717,53.8396256342,4270,16581,5558,20964
5551,-1.4693922426,53.8062954254,-1.6291347025,53.835990229,3633,13564,4691,17392
5552,-1.4693922426,53.8062954254,-1.4598015075,53.8357920354,1242,4481,1437,4685
5553,-1.4693922426,53.8062954254,-1.3697425356,53.8308039574,1889,8208,1929,8456
5554,-1.4693922426,53.8062954254,-1.5647986011,53.834548605,2348,8451,2889,11000
5555,-1.4693922426,53.8062954254,-1.5143714712,53.8291749544,1420,5082,1633,5607
5556,-1.4693922426,53.8062954254,-1.6131811509,53.8306166402,3281,11716,4380,16112
5557,-1.4693922426,53.8062954254,-1.5348689623,53.828844426,1750,6166,2069,7102
5558,-1.4693922426,53.8062954254,-1.4664255759,53.8267392129,963,3206,1116,3583
5559,-1.4693922426,53.8062954254,-1.4940384943,53.827020389,1021,3966,1167,4210
5560,-1.4693922426,53.8062954254,-1.5512470911,53.822437902,2004,6909,2328,7879
5561,-1.4693922426,53.8062954254,-1.6852862057,53.8243425956,4510,17582,6150,22059
5562,-1.4693922426,53.8062954254,-1.479266593,53.820355325,606,2875,727,2840
5563,-1.4693922426,53.8062954254,-1.4421484083,53.8218248926,811,3196,901,3656
5564,-1.4693922426,53.8062954254,-1.530848943,53.8193025853,1336,5340,1609,5762
5565,-1.4693922426,53.8062954254,-1.5813803838,53.8184752721,2356,9054,2899,10805
5566,-1.4693922426,53.8062954254,-1.5978264373,53.8174200785,2642,9817,3774,14234
5567,-1.4693922426,53.8062954254,-1.6270046147,53.8205240553,3224,12315,4138,15409
5568,-1.4693922426,53.8062954254,-1.5006442299,53.815492733,695,3034,893,3540
5569,-1.4693922426,53.8062954254,-1.5194226834,53.8153651938,1008,4373,1183,4610
5570,-1.4693922426,53.8062954254,-1.4640100536,53.814328863,342,1414,552,1301
5571,-1.4693922426,53.8062954254,-1.5121470392,53.8110109367,1000,3549,1085,4047
5572,-1.4693922426,53.8062954254,-1.5711081108,53.8110117037,2123,8378,2424,9173
5573,-1.4693922426,53.8062954254,-1.5450850219,53.8096337814,1619,6298,1827,6981
5574,-1.4693922426,53.8062954254,-1.5824764839,53.8079116016,2137,8199,3247,11712
5575,-1.4693922426,53.8062954254,-1.4237982697,53.8075625094,747,3409,747,3411
5576,-1.4693922426,53.8062954254,-1.6352400439,53.808721822,3555,12913,4366,15627
5577,-1.4693922426,53.8062954254,-1.6102509195,53.8088425684,2803,11208,3598,13842
5578,-1.4693922426,53.8062954254,-1.4912905295,53.8084967192,455,2327,524,1946
5579,-1.4693922426,53.8062954254,-1.4693922426,53.8062954254,0,0,0,0
5580,-1.4693922426,53.8062954254,-1.6682097793,53.8056954082,3910,14239,5148,19581
5581,-1.4693922426,53.8062954254,-1.5609149148,53.8046175701,1962,6938,2175,7961
5582,-1.4693922426,53.8062954254,-1.523831007,53.804524144,1122,4629,1212,4986
5583,-1.4693922426,53.8062954254,-1.5096383515,53.8031039327,890,3193,1027,3752
5584,-1.4693922426,53.8062954254,-1.6932426898,53.8043391989,4653,16194,6149,22999
5585,-1.4693922426,53.8062954254,-1.611086847,53.8011739849,2891,10425,3869,13290
5586,-1.4693922426,53.8062954254,-1.646020275,53.7991338977,3807,13372,4975,17247
5587,-1.4693922426,53.8062954254,-1.460795059,53.7829085208,994,3974,1229,3712
5588,-1.4693922426,53.8062954254,-1.5026560497,53.78732075,755,3904,1380,4494
5589,-1.4693922426,53.8062954254,-1.5794874121,53.7971878792,2144,8109,2997,10789
5590,-1.4693922426,53.8062954254,-1.4836544556,53.7825528843,733,3817,1011,3703
5591,-1.4693922426,53.8062954254,-1.4368532119,53.7923560633,909,3782,997,4228
5592,-1.4693922426,53.8062954254,-1.3874627589,53.795090583,1740,7542,2261,7464
5593,-1.4693922426,53.8062954254,-1.5185093357,53.7923791487,983,4119,1673,5580
5594,-1.4693922426,53.8062954254,-1.68442047,53.7897676905,5312,16250,6696,22026
5595,-1.4693922426,53.8062954254,-1.3695940677,53.7871307636,2008,8265,2727,9303
5596,-1.4693922426,53.8062954254,-1.609748378,53.7908519873,2799,10377,3613,13250
5597,-1.4693922426,53.8062954254,-1.6531563541,53.7886108817,4064,14211,5333,18663
5598,-1.4693922426,53.8062954254,-1.6306694818,53.782634954,3625,13189,4601,15672
5599,-1.4693922426,53.8062954254,-1.5870002098,53.7877647368,2365,8791,3263,11520
5600,-1.4693922426,53.8062954254,-1.5612145536,53.7847868814,1878,7490,2550,9356
5601,-1.4693922426,53.8062954254,-1.6064431662,53.7762799407,3293,11560,4345,14181
5602,-1.4693922426,53.8062954254,-1.5451628768,53.781746077,1571,6891,2288,8347
5603,-1.4693922426,53.8062954254,-1.5495116861,53.7742881837,1934,7885,2578,9125
5604,-1.4693922426,53.8062954254,-1.4119631696,53.7684705358,1780,7884,2231,8819
5605,-1.4693922426,53.8062954254,-1.3368001311,53.7642201515,3144,12443,4773,15752
5606,-1.4693922426,53.8062954254,-1.3777795008,53.7683968144,2308,9649,3599,11807
5607,-1.4693922426,53.8062954254,-1.5759700333,53.7720065627,2325,9440,3033,11030
5608,-1.4693922426,53.8062954254,-1.5544406537,53.7662624593,2072,8654,3031,10701
5609,-1.4693922426,53.8062954254,-1.5311318696,53.766273027,2006,7882,2856,10126
5610,-1.4693922426,53.8062954254,-1.5870012411,53.7585630809,3056,11451,3892,13200
5611,-1.4693922426,53.8062954254,-1.5221683155,53.7596112618,2202,8532,3146,11112
5612,-1.4693922426,53.8062954254,-1.6160378671,53.7575906876,3547,12604,5148,16567
5613,-1.4693922426,53.8062954254,-1.6522103299,53.7560427315,4480,15655,5948,19431
5614,-1.4693922426,53.8062954254,-1.4497412823,53.7516900235,1915,9112,2151,9855
5615,-1.4693922426,53.8062954254,-1.4787898939,53.7512783244,2349,10765,2736,11945
5616,-1.4693922426,53.8062954254,-1.5367152244,53.7528293516,2591,9916,3291,11524
5617,-1.4693922426,53.8062954254,-1.4668471226,53.7445513485,2731,11703,3206,12958
5618,-1.4693922426,53.8062954254,-1.5552160268,53.7479997938,3075,11142,3769,12419
5619,-1.4693922426,53.8062954254,-1.582351837,53.7438491095,3280,12616,4833,15043
5620,-1.4693922426,53.8062954254,-1.3907128949,53.7377548683,2712,13106,3225,12941
5621,-1.4693922426,53.8062954254,-1.5993137073,53.7414729237,3803,13763,5369,16259
5622,-1.4693922426,53.8062954254,-1.6099686404,53.731849243,4513,15696,6103,18171
5623,-1.4693922426,53.8062954254,-1.548726411,53.7278916122,3732,15071,4985,16046
5624,-1.4693922426,53.8062954254,-1.5867043323,53.832819017,2735,10321,3263,11720
5625,-1.4693922426,53.8062954254,-1.5650215028,53.8179856472,2205,7986,2478,8904
5626,-1.4693922426,53.8062954254,-1.5455825172,53.7962246679,1419,5701,2559,8250
5627,-1.4693922426,53.8062954254,-1.5182092462,53.7749327017,1499,6767,2195,8024
5628,-1.6682097793,53.8056954082,-1.347653388,53.9226868903,6749,28532,7937,33683
5629,-1.6682097793,53.8056954082,-1.7052666419,53.9113271892,4161,16422,4713,16759
5630,-1.6682097793,53.8056954082,-1.6876952052,53.9007791557,3878,14266,4420,15500
5631,-1.6682097793,53.8056954082,-1.3576524285,53.8825638629,6079,26042,6767,28399
5632,-1.6682097793,53.8056954082,-1.4710718403,53.8916514302,5146,21124,5985,23323
5633,-1.6682097793,53.8056954082,-1.6243652108,53.8858954673,3303,11434,3752,11789
5634,-1.6682097793,53.8056954082,-1.7433977723,53.8804538587,4048,13981,4705,14493
5635,-1.6682097793,53.8056954082,-1.7105896018,53.87071637,2849,10359,3236,10325
5636,-1.6682097793,53.8056954082,-1.6941821605,53.8680881823,2686,9495,3077,9468
5637,-1.6682097793,53.8056954082,-1.6785346758,53.8686194272,2849,9333,3177,8983
5638,-1.6682097793,53.8056954082,-1.6775621599,53.8561494482,2422,7582,2593,7201
5639,-1.6682097793,53.8056954082,-1.5253058419,53.8541243112,3585,12963,3913,14109
5640,-1.6682097793,53.8056954082,-1.5896573219,53.8575607216,2689,9968,3065,10339
5641,-1.6682097793,53.8056954082,-1.6186437517,53.8500711391,2336,7313,2793,7607
5642,-1.6682097793,53.8056954082,-1.5519706135,53.8492478781,3201,11409,3305,11540
5643,-1.6682097793,53.8056954082,-1.604851375,53.8460916699,2403,7883,2728,8384
5644,-1.6682097793,53.8056954082,-1.4977270094,53.8433559571,3621,13981,3897,14704
5645,-1.6682097793,53.8056954082,-1.645681837,53.8471890098,2005,6376,2306,6131
5646,-1.6682097793,53.8056954082,-1.4409663716,53.8449366971,4712,18771,5314,21916
5647,-1.6682097793,53.8056954082,-1.5316182735,53.8418058636,3200,11360,3424,11874
5648,-1.6682097793,53.8056954082,-1.5182369926,53.84054915,3421,12885,3688,13451
5649,-1.6682097793,53.8056954082,-1.5485327985,53.8394232219,2847,10327,3065,10837
5650,-1.6682097793,53.8056954082,-1.6698365717,53.8396256342,1560,5546,1634,5174
5651,-1.6682097793,53.8056954082,-1.6291347025,53.835990229,1448,5187,1471,5115
5652,-1.6682097793,53.8056954082,-1.4598015075,53.8357920354,4435,17216,4832,19561
5653,-1.6682097793,53.8056954082,-1.3697425356,53.8308039574,5348,21845,6269,25776
5654,-1.6682097793,53.8056954082,-1.5647986011,53.834548605,2417,9002,2539,9261
5655,-1.6682097793,53.8056954082,-1.5143714712,53.8291749544,3372,12314,3570,12741
5656,-1.6682097793,53.8056954082,-1.6131811509,53.8306166402,1776,6486,1947,6308
5657,-1.6682097793,53.8056954082,-1.5348689623,53.828844426,2991,11169,3160,11378
5658,-1.6682097793,53.8056954082,-1.4664255759,53.8267392129,4032,16140,4413,18199
5659,-1.6682097793,53.8056954082,-1.4940384943,53.827020389,3542,14519,3924,15732
5660,-1.6682097793,53.8056954082,-1.5512470911,53.822437902,2594,9554,2949,10735
5661,-1.6682097793,53.8056954082,-1.6852862057,53.8243425956,1043,3535,1641,3462
5662,-1.6682097793,53.8056954082,-1.479266593,53.820355325,3486,14744,3811,16518
5663,-1.6682097793,53.8056954082,-1.4421484083,53.8218248926,4270,16833,5241,20976
5664,-1.6682097793,53.8056954082,-1.530848943,53.8193025853,2792,11548,3245,13016
5665,-1.6682097793,53.8056954082,-1.5813803838,53.8184752721,1669,6623,1790,6595
5666,-1.6682097793,53.8056954082,-1.5978264373,53.8174200785,1236,5523,1339,5393
5667,-1.6682097793,53.8056954082,-1.6270046147,53.8205240553,683,3317,683,3317
5668,-1.6682097793,53.8056954082,-1.5006442299,53.815492733,3111,12968,3436,14742
5669,-1.6682097793,53.8056954082,-1.5194226834,53.8153651938,2660,11976,3148,13739
5670,-1.6682097793,53.8056954082,-1.4640100536,53.814328863,3676,15413,3986,17042
5671,-1.6682097793,53.8056954082,-1.6413464562,53.8153341658,480,2210,482,2191
5672,-1.6682097793,53.8056954082,-1.6550978034,53.8176424986,490,2279,533,2294
5673,-1.6682097793,53.8056954082,-1.5121470392,53.8110109367,2824,12017,3328,13724
5674,-1.6682097793,53.8056954082,-1.5711081108,53.8110117037,1772,7666,1970,8561
5675,-1.6682097793,53.8056954082,-1.5450850219,53.8096337814,2368,9665,2732,11481
5676,-1.6682097793,53.8056954082,-1.5824764839,53.8079116016,1455,6688,1626,7491
5677,-1.6682097793,53.8056954082,-1.4237982697,53.8075625094,4212,17420,5087,20731
5678,-1.6682097793,53.8056954082,-1.6352400439,53.808721822,653,2477,653,2477
5679,-1.6682097793,53.8056954082,-1.6102509195,53.8088425684,1080,4746,1132,4377
5680,-1.6682097793,53.8056954082,-1.4912905295,53.8084967192,3098,13331,3634,15468
5681,-1.6682097793,53.8056954082,-1.4693922426,53.8062954254,3548,14324,4625,18537
5682,-1.6682097793,53.8056954082,-1.6682097793,53.8056954082,0,0,0,0
5683,-1.6682097793,53.8056954082,-1.5609149148,53.8046175701,2022,8249,2498,10191
5684,-1.6682097793,53.8056954082,-1.523831007,53.804524144,2405,10838,2913,12568
5685,-1.6682097793,53.8056954082,-1.5096383515,53.8031039327,2810,11880,3187,13861
5686,-1.6682097793,53.8056954082,-1.6932426898,53.8043391989,718,1957,1062,2831
5687,-1.6682097793,53.8056954082,-1.611086847,53.8011739849,1000,4126,1000,4126
5688,-1.6682097793,53.8056954082,-1.646020275,53.7991338977,668,2678,674,2712
5689,-1.6682097793,53.8056954082,-1.460795059,53.7829085208,3625,15723,3961,17798
5690,-1.6682097793,53.8056954082,-1.5026560497,53.78732075,2689,12523,2923,13897
5691,-1.6682097793,53.8056954082,-1.5794874121,53.7971878792,1454,6474,1542,6304
5692,-1.6682097793,53.8056954082,-1.4836544556,53.7825528843,2949,14046,3183,15420
5693,-1.6682097793,53.8056954082,-1.4368532119,53.7923560633,4211,18168,4478,19667
5694,-1.6682097793,53.8056954082,-1.3874627589,53.795090583,5006,21616,5878,23498
5695,-1.6682097793,53.8056954082,-1.5185093357,53.7923791487,2545,11108,2928,12849
5696,-1.6682097793,53.8056954082,-1.68442047,53.7897676905,1575,2812,1595,2646
5697,-1.6682097793,53.8056954082,-1.3695940677,53.7871307636,5274,22339,6344,25337
5698,-1.6682097793,53.8056954082,-1.609748378,53.7908519873,1082,4979,1230,5105
5699,-1.6682097793,53.8056954082,-1.6531563541,53.7886108817,798,2659,798,2659
5700,-1.6682097793,53.8056954082,-1.6306694818,53.782634954,1351,4120,1351,4120
5701,-1.6682097793,53.8056954082,-1.5870002098,53.7877647368,1498,6540,1461,6413
5702,-1.6682097793,53.8056954082,-1.5612145536,53.7847868814,1975,8743,2289,10482
5703,-1.6682097793,53.8056954082,-1.6064431662,53.7762799407,2025,7297,2165,7486
5704,-1.6682097793,53.8056954082,-1.5451628768,53.781746077,2151,9798,2466,11597
5705,-1.6682097793,53.8056954082,-1.5495116861,53.7742881837,2472,10313,2767,11990
5706,-1.6682097793,53.8056954082,-1.4119631696,53.7684705358,4534,20469,5680,23136
5707,-1.6682097793,53.8056954082,-1.3368001311,53.7642201515,6410,26517,9093,33211
5708,-1.6682097793,53.8056954082,-1.5759700333,53.7720065627,1924,8380,2438,9756
5709,-1.6682097793,53.8056954082,-1.5544406537,53.7662624593,2527,10881,2612,10537
5710,-1.6682097793,53.8056954082,-1.5311318696,53.766273027,2926,12237,3362,14655
5711,-1.6682097793,53.8056954082,-1.5870012411,53.7585630809,2545,10020,3095,10849
5712,-1.6682097793,53.8056954082,-1.5221683155,53.7596112618,3207,13521,3652,15641
5713,-1.6682097793,53.8056954082,-1.6160378671,53.7575906876,2418,8618,2574,8720
5714,-1.6682097793,53.8056954082,-1.6522103299,53.7560427315,2745,9040,3505,8853
5715,-1.6682097793,53.8056954082,-1.4497412823,53.7516900235,3818,17380,4514,20694
5716,-1.6682097793,53.8056954082,-1.4787898939,53.7512783244,3621,16191,4639,20384
5717,-1.6682097793,53.8056954082,-1.5367152244,53.7528293516,3392,13346,3797,16053
5718,-1.6682097793,53.8056954082,-1.4668471226,53.7445513485,3998,17350,5043,21633
5719,-1.6682097793,53.8056954082,-1.5552160268,53.7479997938,3192,11981,3424,12277
5720,-1.6682097793,53.8056954082,-1.582351837,53.7438491095,3082,12460,3361,11713
5721,-1.6682097793,53.8056954082,-1.3907128949,53.7377548683,4693,21972,5420,24243
5722,-1.6682097793,53.8056954082,-1.5993137073,53.7414729237,3024,10906,3423,10838
5723,-1.6682097793,53.8056954082,-1.517214909,53.734746307,3819,15761,4835,18611
5724,-1.6682097793,53.8056954082,-1.6099686404,53.731849243,3360,11462,3815,12261
5725,-1.6682097793,53.8056954082,-1.548726411,53.7278916122,3811,14947,5491,20575
5726,-1.6682097793,53.8056954082,-1.5867043323,53.832819017,2055,8094,2187,8173
5727,-1.6682097793,53.8056954082,-1.5650215028,53.8179856472,2125,8034,2335,8285
5728,-1.6682097793,53.8056954082,-1.5455825172,53.7962246679,1941,8897,2237,10400
5729,-1.6682097793,53.8056954082,-1.5182092462,53.7749327017,2528,11879,2788,13563
5730,-1.5609149148,53.8046175701,-1.347653388,53.9226868903,5514,23196,6075,26006
5731,-1.5609149148,53.8046175701,-1.6876952052,53.9007791557,4039,16527,4510,16757
5732,-1.5609149148,53.8046175701,-1.3576524285,53.8825638629,4551,19320,4905,20722
5733,-1.5609149148,53.8046175701,-1.6243652108,53.8858954673,3178,11541,3471,12068
5734,-1.5609149148,53.8046175701,-1.7433977723,53.8804538587,4972,17464,5949,21041
5735,-1.5609149148,53.8046175701,-1.7105896018,53.87071637,3773,13842,4379,15975
5736,-1.5609149148,53.8046175701,-1.6941821605,53.8680881823,3610,12978,4220,15118
5737,-1.5609149148,53.8046175701,-1.6785346758,53.8686194272,3738,12666,4320,14633
5738,-1.5609149148,53.8046175701,-1.5553319814,53.869697221,2830,9967,3151,10571
5739,-1.5609149148,53.8046175701,-1.6224194963,53.8628501517,2588,8729,2839,9664
5740,-1.5609149148,53.8046175701,-1.5896573219,53.8575607216,2025,7234,2337,8374
5741,-1.5609149148,53.8046175701,-1.6186437517,53.8500711391,2307,7624,2485,8301
5742,-1.5609149148,53.8046175701,-1.5519706135,53.8492478781,2124,6910,2415,7737
5743,-1.5609149148,53.8046175701,-1.604851375,53.8460916699,1972,6364,2150,7041
5744,-1.5609149148,53.8046175701,-1.4977270094,53.8433559571,2175,7839,2513,8081
5745,-1.5609149148,53.8046175701,-1.645681837,53.8471890098,2912,9131,3168,10258
5746,-1.5609149148,53.8046175701,-1.4409663716,53.8449366971,2989,11279,3343,12681
5747,-1.5609149148,53.8046175701,-1.5316182735,53.8418058636,2026,6400,2227,6855
5748,-1.5609149148,53.8046175701,-1.5182369926,53.84054915,2036,6704,2304,7510
5749,-1.5609149148,53.8046175701,-1.5485327985,53.8394232219,1701,5463,1868,5818
5750,-1.5609149148,53.8046175701,-1.6698365717,53.8396256342,2536,9454,3200,12090
5751,-1.5609149148,53.8046175701,-1.6291347025,53.835990229,2029,7307,2333,8518
5752,-1.5609149148,53.8046175701,-1.4598015075,53.8357920354,2712,9724,2861,10326
5753,-1.5609149148,53.8046175701,-1.3697425356,53.8308039574,3678,14292,3983,15025
5754,-1.5609149148,53.8046175701,-1.5647986011,53.834548605,1356,4500,1700,4024
5755,-1.5609149148,53.8046175701,-1.5143714712,53.8291749544,1643,5781,1916,6061
5756,-1.5609149148,53.8046175701,-1.6131811509,53.8306166402,1548,5407,1634,5934
5757,-1.5609149148,53.8046175701,-1.5348689623,53.828844426,1467,4656,1761,5084
5758,-1.5609149148,53.8046175701,-1.4664255759,53.8267392129,2309,8227,2442,8964
5759,-1.5609149148,53.8046175701,-1.4940384943,53.827020389,1715,6496,1938,6669
5760,-1.5609149148,53.8046175701,-1.5512470911,53.822437902,1385,4576,1532,4668
5761,-1.5609149148,53.8046175701,-1.6852862057,53.8243425956,2943,11324,3792,13185
5762,-1.5609149148,53.8046175701,-1.479266593,53.820355325,1764,7194,1840,7283
5763,-1.5609149148,53.8046175701,-1.4421484083,53.8218248926,2600,9280,2868,9652
5764,-1.5609149148,53.8046175701,-1.530848943,53.8193025853,965,3525,1259,3953
5765,-1.5609149148,53.8046175701,-1.5813803838,53.8184752721,653,2497,725,2844
5766,-1.5609149148,53.8046175701,-1.5978264373,53.8174200785,909,3508,949,3855
5767,-1.5609149148,53.8046175701,-1.6270046147,53.8205240553,1550,5403,1780,6535
5768,-1.5609149148,53.8046175701,-1.5006442299,53.815492733,1333,5142,1527,5297
5769,-1.5609149148,53.8046175701,-1.5194226834,53.8153651938,900,3794,1099,3977
5770,-1.5609149148,53.8046175701,-1.6413464562,53.8153341658,1925,6614,2198,8423
5771,-1.5609149148,53.8046175701,-1.6550978034,53.8176424986,2198,8905,2237,8993
5772,-1.5609149148,53.8046175701,-1.5121470392,53.8110109367,1125,4071,1324,4324
5773,-1.5609149148,53.8046175701,-1.5711081108,53.8110117037,250,1212,250,1212
5774,-1.5609149148,53.8046175701,-1.5450850219,53.8096337814,412,1658,412,1658
5775,-1.5609149148,53.8046175701,-1.5824764839,53.8079116016,404,1890,408,1908
5776,-1.5609149148,53.8046175701,-1.4237982697,53.8075625094,2542,9867,3736,12336
5777,-1.5609149148,53.8046175701,-1.6352400439,53.808721822,1988,6655,2008,6753
5778,-1.5609149148,53.8046175701,-1.6102509195,53.8088425684,1236,4950,1240,4968
5779,-1.5609149148,53.8046175701,-1.4912905295,53.8084967192,1428,5778,1484,5826
5780,-1.5609149148,53.8046175701,-1.4693922426,53.8062954254,1878,6771,3274,10142
5781,-1.5609149148,53.8046175701,-1.6682097793,53.8056954082,2408,8253,2790,10707
5782,-1.5609149148,53.8046175701,-1.5609149148,53.8046175701,0,0,0,0
5783,-1.5609149148,53.8046175701,-1.523831007,53.804524144,728,3036,797,3040
5784,-1.5609149148,53.8046175701,-1.5096383515,53.8031039327,1075,4203,1191,4314
5785,-1.5609149148,53.8046175701,-1.6932426898,53.8043391989,3151,10208,3791,14125
5786,-1.5609149148,53.8046175701,-1.611086847,53.8011739849,1389,4439,1503,4681
5787,-1.5609149148,53.8046175701,-1.5026560497,53.78732075,1169,4924,1572,5502
5788,-1.5609149148,53.8046175701,-1.5794874121,53.7971878792,849,2787,854,2805
5789,-1.5609149148,53.8046175701,-1.4368532119,53.7923560633,2588,9568,3127,11272
5790,-1.5609149148,53.8046175701,-1.3874627589,53.795090583,3419,13328,4527,15103
5791,-1.5609149148,53.8046175701,-1.5185093357,53.7923791487,930,3690,1329,3984
5792,-1.5609149148,53.8046175701,-1.68442047,53.7897676905,3810,10264,4338,13152
5793,-1.5609149148,53.8046175701,-1.609748378,53.7908519873,1242,4615,1248,4650
5794,-1.5609149148,53.8046175701,-1.6531563541,53.7886108817,2507,8449,2975,9789
5795,-1.5609149148,53.8046175701,-1.6306694818,53.782634954,2102,6809,2134,6774
5796,-1.5609149148,53.8046175701,-1.5870002098,53.7877647368,1070,3469,1354,4017
5797,-1.5609149148,53.8046175701,-1.5612145536,53.7847868814,757,3354,803,3326
5798,-1.5609149148,53.8046175701,-1.6064431662,53.7762799407,2134,6889,2201,6771
5799,-1.5609149148,53.8046175701,-1.5451628768,53.781746077,908,4313,1405,4516
5800,-1.5609149148,53.8046175701,-1.5495116861,53.7742881837,1229,4828,1773,5357
5801,-1.5609149148,53.8046175701,-1.4119631696,53.7684705358,3183,13534,4399,14640
